year,month,sentiment,processed_full_review
2020,2,Positive,nice airlin clean nice flight plane comfort attend help short flight but still meal serv good inhous movi
2020,2,Positive,manchest singapor auckland return regularli flown singapor airlin back busi pleasur decid use stop way still good but servic slip littl last year cabin staff still attent ever but flight deliv differ level servic good good aircraft good except one flight older fromauckland singapor show tear lack work toilet singapor manchest toilet not work would still use fli rout
2020,2,Negative,shoddi servic poor qualiti aircraft wife extrem disappoint deplor qualiti servic airlin gener encount throughout rout jan chose singapor heard lot wonder thing airlin experi wors cheap qualiti airlin thought singapor world standard airlin rout seat broken tabl inform way board flight suddenli pressuris ground staff although wait airport near gate hour none ground staff bother discuss matter pressur coerc accept deplor servic furthermor tabl secur sticki tape kept fall lap coupl occas fell watch cap disgust experi rep sin receiv shoddi servic ground staff singapor kolkata flight ground staff sin rude egoist not treat custom respect observ behaviour ground staff passeng flight made mistak reli name airlin without realis miser servic becom year ago fli singapor first time happi servic paid usd ticket rep ccu shock downgrad airlin filthi seat filthi cabin no tv no leg space gener badli need uplift see photo filthi water trickl toilet kitchen area behind aircraft cap cabin staff offer gift worth sgd plane offer got progress downgrad head offic mile shoddi airlin refus offer
2020,2,Positive,excel reput got window seat love entertain legroom reason comfort flight altogeth crew member friendli meal accept smooth land
2020,2,Positive,london singapor brisban love fli around world flight one best look well friendliest staff food delici great airlin come home enjoy holiday
2020,2,Positive,fli asia flown mani differ airlin ana korean hong kong china southern sri lanka airlin vietjet go asia say experi singapor airlin best far seat comfort reclin airlin flight attend extrem nice korean realli good well
2020,2,Positive,excel reput delay caus plane arriv good servic food could not check hour flight
2020,2,Positive,pleasant flight fli singapor airlin time time special littl babi saigon bangkok singapor singapor sydney bassinet request but got paid attent detail crew thank
2020,2,Positive,busi class singapor flight busi class attend servic excel attend alway make sure comfort need noth flight nice smooth unfortun seat class reclin full lay posit thu rest one get deep sleep tri find better posit sleep reclin seat aircraft beauti singapor airlin cut rest
2020,2,Neutral,bad busi class sinc ground max busi class back ordinari less leg room no seat entertain averag food great staff understand brand singapor instead silk air busi fulli flat seat plu seat entertain unit sooner better
2020,2,Positive,airlin choic sia airlin choic howev yr fli due chang life circumst sometim choos fli cheaper airlin flight pari singapor went economi flight expect fantast servic good food clean plane etc etc staff friendli noth much troubl extrem help food good plane food plane clean toilet clean sever time staff continu round offer water juic staff airport telephon support also compet friendli help
2020,2,Positive,best airlin flight servic food good servic great arriv ahead schedul time smooth fli despit littl turbul friendli profession fight crew
2020,2,Negative,outdat entertain screen entertain tv screen boe flight truli date aw no touch screen outdat oper limit movi choic etc etc surpris sia not upgrad item must not allow happen especi sia flight possibl not opt take
2020,2,Positive,good expect alway heard singapor airlin one world best not disappoint servic food seat entertain excel occas probabl select singapor airlin option avail futur
2020,2,Positive,no surpris flown sal trip live excel inflight servic friendli attent staff right pre post hot towel servic flight littl late depart coronaviru capt made time ldn foodservic vg alway avail aisl seat afford best access seat comfort long haul slight movi list could provid littl varieti long time default flightrack app
2020,2,Positive,good airlin servic flight amaz but seat economi small entertain good food love would definit fli airlin
2020,2,Neutral,first time travel past year flown australia franc singapor airlin economi via singapor chose love airlin arriv time pari earli morn conveni us return last septemb notic plane fli us singapor perth differ look bright new new unfortun seat felt squash seat seem narrow eat difficult use cutleri no allow lift arm eat not but staff warn everyon push trolley aisl keep leg case knock soon work manag get extra seat row henc reduct space discomfort travel day return oz singapor airlin sent us email request feedback flight took opportun honest told passeng deserv better no respons prompt us review futur travel plan intend fli emir next year research shown us leg room economi will give go
2020,2,Positive,great servic onboard piti flew singapor januari flight subsequ flight onto auckland nz book ten month paid addit fee choos seat second leg journey nz but not offer opportun first journey spoken singapor airlin two day prior leav assur seat confirm would seat togeth check manchest hour quarter told standbi ticket seat would alloc gate within hour not one lot peopl standbi went secur wait gate staff arriv within two hour period seat alloc togeth start call peopl name alloc seat terribl lot peopl know would fli member staff told us glitch comput system design handl mani peopl one go flight brilliant cabin crew delight attent food good drink offer regular basi throughout flight hot towel nice touch inflight entertain good plenti legroom shame got bad start two hour unsur seat
2020,2,Negative,brisban travel expo spoke consult singapor airlin stand brisban travel expo advis could book brochur flight brisban london depart brisban june return mid juli expo special price tri contact singapor airlin last two day book flight put hold transfer depart voicemail disappoint appear brisban travel expo special incorrect
2020,2,Positive,first time singapor air plane bit older paid upgrad not sure would famou servic agre food good not great
2020,2,Positive,singapor airlin flight second time flown singapor airlin would highli recommend fli comfort plenti food drink
2020,2,Negative,big concern book paid flight peopl adult children feb christchurch singapor singapor bangkok return koh samui singapor singapor christchurch travel agent fcm special one famili holiday flight confirm paid no special deal dec singapor airlin bump flight return flight koh samui singapor singapor christchurch not issu tri log book kri flyer would queer street contact travel agent made enquiri discov two flight cancel singapor airlin result two us come home via bangkok air singapor singapor air christchurch day earlier plan unabl claim extra day accommod owe insur excess singapor air not apologis offer upgrad compens sort not heard whisper poor form singapor air make matter wors imposs contact person travel agent meat sandwich wonder job may sit airport christchurch ground staff say madam no return ticket not leav countri make absolut sure ticket real advis doubl check
2020,2,Neutral,good flight howev food qualiti bad budget airlin good one look good airlin low budget staff friendli good seat howev food qualiti bad
2020,2,Neutral,medic evacu singapor airlin servic husband travel busi class delhi sydney via singapor januari travel medic evacu badli broken ankl crutch staff help kind know great pain made feel comfort attent sadli fish suspect not fresh arriv sydney okay but felt littl colour even vomit sever time think manag pick food poison flight pleas singapor airlin servic
2020,2,Negative,singapor airlin lost plot sq left messag phone yesterday ask ring rang got record messag say chang singapor darwin flight earlier time wait two hour hold custom servic gave email no repli contact facebook messeng told would ring today rang wait anoth hour hold speak realli rude agent said flight darwin chang origin flight cancel point first second flight overlap absurd said third flight darwin alic spring also cancel would put hold ask suggest might help first find want said said work altern flight would like said anyth without advic put hold ten minut came back said recommend cancel flight hotel said not cancel holiday airlin remind legal oblig flight said would complain ask name refus tell said convers record said good sq would abl hear refus offer altern flight decid could offer krisflyer member not believ poor sq servic becom stick emir futur
2020,2,Positive,good flight howev get safe destin key servic good but food premium economi not good plu call said stop hong kong fuel get plane go back secur whole coronaviru issu would better readjust minimum let everyon know everyon around shock surpris not good passeng said staff plane great would fli sure
2020,2,Positive,not frequent travel easier better good food friendli cabin crew inflight extra like movi wifi made experi alot enjoy smooth take land made lot less stress
2020,2,Positive,best experi great experi staff cabin crew friendli flight smooth food inflight movi wifi top set standard
2020,2,Positive,frequent number one pretti obvious book onlin need pay pick seat gener baggag allow mani extra get airlin food good ca see justif moan food eat high profession servic
2020,2,Negative,intrus question singporeair fli singapor airlin almost year today rather shock experi custom servic phone yesterday call cancel book custom servic agent said commerci depart cancel modifi book ticket partial paid mile agent said make note detail queri set time agent commerci team call confirm get call next day settl window next day made avail wait patient call never came half hour end agre window decid call custom servic agent pick rather sleepi voic like got bed give damn tone voic quit unprofession ask go reason call hima not note system not bother look ask cancel flight mention fulli awar cancel fee said help but kept ask sick reason cancel found extrem intrus answer happi pay cancel fee ticket allow cancel but not provid reason sinc kept repeat question told not appreci work cancel call later speak someon els thank hung go singapor airlin use recommend colleagu friend someth not christin
2020,2,Neutral,singap ore airlin sia singapor airlin sia consid one top prefer airlin travel decad ago mani player crowd sky especi middl east airlin manag displac sia past glori flight manila phillippin singapor noth except food slightli better flight often wonder case previou flight rout staff help tri best make down no drink board unusu sia normal tower drink serv soon take done entertain accept but pale compar middl east airlin gener sia keep standard hope
2020,2,Positive,busi flight finnair flight helsinki singapor delay four hour transit desk back home secur onward journey next morn kuala lumpur even let choos airlin obvious prefer singapor airlin one tourist travel among busi custom even short commut minut servic excel
2020,2,Positive,alway great servic enjoy flight fli coronaviru flight not but alway great way fli flew superb
2020,2,Positive,dreamlin dream first flight ever singapor airlin busi class dreamlin boe let say dream crew absolut fantast food amaz seat good wish flight longer could enjoy also got complimentari wifi
2020,2,Positive,great airlin fli travel famili four two half hour flight comfort adequ food vegetarian beverag friendli flight attend good servic arrang wheelchair mother staff attend us board baggag claim arriv destin
2020,2,Positive,sia flight sri lanka take sq flight sri lanka holiday last month oper brand new airbu plane nice comfort full entertain board especi movi leav arriv time great way travel
2020,2,Negative,ok but overr time start airport ground staff tri scam overweight said im allow bring kilo busi wieght scale desk counter totali wrong calibr told show hand weight scale said wrong told check anoth desk told kilo exactli pl hard calibr weight scale wonder mani scam flight bangkok singapor also plane chang no flat bed singapor copenhagen felt staff stress give food quickli could could go sleep no fill red wine no whiski dessert nope fail one best aircomp world not book wifi didnt work no no
2020,2,Positive,wonder flight servic crew flight hour late arriv houston depart hour late unfortun need chang plane singapor meant would miss connect along mani peopl travel variou point australia sia held melbourn flight back park manchest flight adjac gate run ramp turn adjac gate go secur board plane struck exampl join think airport airlin go back certainli use sia
2020,2,Neutral,not good no drink offer meal ined servic brisk imperson snack offer carrot sandwich reluctantli g brought no sugar free tonic gin weak breakfast dread summari hour alcohol drink bite watermelon
2020,2,Positive,smooth journey alreadi past midnight board safeti video shown soon take crew check passeng safeti belt tray lock window shade seat upright understand necessari land crucial moment soon usual report speech pilot supper serv tray collect soon finish nap flight schedul hour due good weather touch much earlier slept whole journey trust pilot crew peac journey throughout
2020,2,Positive,food entertain offer not good expect but servic cabin crew excel although food entertain offer not good would expect servic cabin crew flight depart sin jan outstand noth much troubl rear row everi need met extrem attent cheer will cabin crew perman smile unstint courtesi
2020,2,Positive,good flight plane left time arriv time good start servic good food good staff friendli help could not enough loung heathrow comfort clean breakfast choic plane busi but still plenti space around
2020,2,Positive,trip brisban excel servic friendli realli take care excel food fli singapor air line
2020,2,Positive,great servic multipl flight book singapor airlin never flown singapor airlin told mani peopl fantast airlin advertis best airlin world mayb alreadi high expect airlin found no better airlin past flight reason price servic staff second none noth much troubl food averag plane actual seem squash seat airlin expens upgrad seat comparison airlin tri upgrad bid told unsuccess but yet half premium economi seat left empti would fli singapor not bad experi but not excel expect airlin found quanta virgin british airway thomson flight not good emir
2020,2,Positive,usual high standard second time flown singapor airlin alway prefer airlin travel australia meal serv edibl plenti refresh avail alway attent staff not fault singapor airlin wish could afford go busi class comment paid select seat want chang pay would select seat prior travel
2020,2,Positive,good flight bad food tri book outgo flight london vegetarian food websit but fail difficult websit negoti steward board realli good took detail ensur got vegetarian way back but done aw realli good airlin mess someth basic incred almost uneat anyway love lot movi plenti spare seat singapor made littl
2020,2,Positive,good flight good routin flight check etc no problem small delay departur but time made whilst air crew friendli effici food okay cabin clean tidi asian airlin think whole better european american airlin regard economi passeng facil
2020,2,Positive,excel airlin hope fli heard mani good thing singapor airlin excit nab sale flight long haul journey servic friendli attent food basic flow continu realli nice drink constantli offer aisl seat legroom standard budget carrier reclin comfort degre free blanket pillow headset suppli everi passeng entertain select great plu got bonu seat second leg journey no extra cost love hope fli
2020,2,Positive,truli amaz fli experi alway fli singapor air amaz friendli profession servic air craft soon get board feel like home good hand pilot cabin crew best true profession servic unmatch no wonder best air line year thank singapor air line
2020,2,Negative,didsapoint paid nearli per return ticket australia flew wellington christma eve told one famili bag arriv promis would arriv christma day come flight clearli decept pacifi us rung day later say come offer not cent complain ruin christma kid lost day holiday answer call number provid would airlin answer even call day sever complaint offer per bag cover half cost us told know right offer full refund receipt cost plu troubl far consern dosent cover ruin christma present bag day holiday lie would arriv earli next morn no effort made get us not even phone call say deliv promis never recommend fli
2020,2,Neutral,ok plane disgust food don believ hype singapor definit not better airlin come economi passeng fact experi wors airplan noth like one shown websit quit old look servic ok but noth special entertain system expect disappoint food absolut aw eat either two meal given first suppos chicken kiev but consist two piec reconstitut meat like substanc red past insid hot tast like chicken veget look cook numer time got second meal label egg basic omelett warm one end cold drink far food aspect reminisc mid airplan food probabl worst sinc book airlin almost bound better
2020,2,Positive,great flight changi airport lot amen but think signag could improv silver loung good food drink avail time shower excel towel foot mat provid along shampoo shower gel toothbrush hairdryer etc flight good although thought select movi poor tri book meal advanc but got error messag time gave accept choic plane fine breakfast sausag strang could book would chosen pancak staff excel bed quit comfort slept quit hour land bumpi but windi due ciara would alway recommend singapor airlin
2020,2,Neutral,lose edg like peopl high regard singapor airlin quit disappoint recent flight brisban singapor aspect good entertain food servic howev seat well expect not seat uncomfort but row space also tight averag height but could bare move leg moreov entertain screen seat close face even seat not reclin might toler short flight but hour hard take singapor airlin rest laurel expect futur look travel anoth airlin
2020,2,Positive,singapor airlin simpl crash record travel safeti not comfort travel singapor airlin intend keep way
2020,2,Positive,great experi fli hanoi singapor lucki launch aircraft rout sia year old great delight everyon given sia toy bear souvenir launch great delight person entertain center provid airlin short haul kid entertain jump movi kid channel leav channel food tasti love curri chicken mash potato kid littl disappoint told ice scream like silkair but not avail air crew usual nice courteou give kid food first great no mommi turn food huuuunnngggri travel kid short haul would easi
2020,2,Positive,frankfurt singapor load space excel food extens entertain system spoilt choic made flight evapora
2020,2,Positive,fli flown sever time singapor airlin afford friendli attent clean run meal one trip but forgiv offer altern food sourc would love get upgrad one day tri slightli better class may add look amaz
2020,2,Neutral,averag best not patch emir not impress flight number issu seat not comfort night flight chap front cours put seat back meant even mine back knee ram seat front not especi tall flight made uncomfort meal horribl worst flight kind identifi meat product suppos chicken soggi oyster mushroom not pleasant one issu origin depart phillipin ask beforehand departur tax phillipin told email repli tax includ yet pay airport return singapor airlin said wrong not lot money gbp but need get fact right overal wshall travel emir net time better
2020,2,Positive,one best airlin travel travel singapor airlin courteou staff alway help plane also well maintain clean
2020,2,Positive,attent friendli staff nice comfort new plane help attent staff good inflight food better flight came week previous
2020,2,Positive,holiday experi singapor airlin second none staff excel courteou would highli recommend
2020,2,Positive,excel treatment staff worth pay extra instead choos cheapest option decid spend bit flight wife birthday staff made special provid birthday cake champagn film music good film week game quit poor though meal drink provid better averag legroom
2020,2,Positive,superb experi went round trip mumbai india bali indonesia via singapor airlin trip pleasant due conform seat clean aircraft polit courteou staff check board process easi smooth food beverag option flight good
2020,2,Positive,comfort even less hour fli singapor airlin made ride comfort easi highli recommend
2020,2,Neutral,schedul bruttal oh never take rout take mean airport tire one stop singapor anoth one sydney appar not direct one sq advertis spend hr door door avoid get altern rout
2020,2,Positive,best airlin southeast asia singapor airlin excel expect time good servic quick board check everyth flow smooth great experi
2020,2,Positive,seat close spotlessli clean crew capabl pleasant flight attend flight food good servic faultless but could not watch anyth whatsoev extens entertain rang peopl seat front us opt reclin seat forc screen no hand width face complet blur anyth n screen also seat hard wife knee thought reclin seat get away but felt behind us would face discomfort plane love fli modern quiet but seat issu continu creat problem unless someth done happi fli sq but perhap save busi class next time
2020,2,Positive,lack legroom flew long leg lhr sin staff wonder aircraft clean food quit accept issu legroom seem minim could possibl apart everyth good
2020,2,Positive,one best lifetim airlin membership mil second singapor air third but don work mile taught expect fli mile per year busi interest flown singapor possibl time air line one first time everi time singapor ever expect exceed everi time simpli best
2020,2,Positive,perfect everi time rate best airlin world rightli punctual safeti brilliant servic would fli sa world book cook brilliant
2020,2,Positive,comfort flight flight comfort good servic good entertain suffici leg room good servic
2020,2,Positive,best start finish singapor airlin took care everyth ticket agent spoke sever languag great attitud compet long flight hong kong seem shorter food servic great deplan baggag claim equal good
2020,2,Positive,travel singapor flight punctual seat cofort adequ leg one minu point dinner serv late night hour took around depriv sleep well thereaft
2020,2,Positive,still excel flew economi yesterday singapor airlin hour trip enjoy flight flight not full alway servic great seat comfi adequ legroom good flight
2020,2,Positive,excel flight great custom servic fantast comfort flight perth singapor seat great lot legroom could sleep plane made feel relax look forward journey food love custom flight smooth highli recommend singapor airlin
2020,2,Negative,fool great poor food qualiti chef multipl time age aircraft interior insincer flight attend quirki check weigh backpack realli par flight manag ticket gate notif sorri say domest carrier exce without fake smile
2020,2,Positive,sq better servic inflight cater servic tast good blanket provid everi passeng without ask better fli cx cabin crew friendli pleasant howev lack assist airport need earli check servic complet onlin check day flight want spend sometim new airport arriv earli around howev spend half hour self drop bag not print board pass airport due system error nice male staff help passeng group final move next step brows airport howev indic jewel termin not clear visit waterfal entranc fee minut shot long queue purchas counter go miss way take skytrain need walk jewel no extra time explor store restaur bit rush arriv immigr board gate perhap anoth time
2020,2,Positive,sin fukuoka osaka sin servic sq flight alway best price paid petti cheap plan trip earli servic good request instant noodl got bread case got not enough made nice cocktail
2020,2,Positive,christchurch singapor check smooth flight inform spot aircraft clean entertain offer extrem good food choic vari lot snack crew constantli offer water juic throughout flight toilet clean regularli trash collect regularli
2020,2,Neutral,flight retim hour later but no explan apolog board shown retim messag onlin check receiv email sm notif mention oper issu took flight no announc apolog explan regard chang departur time flight took normal land receiv onlin survey ask us fill delay handl big joke airlin pleas align back oper needless say rate survey question low score
2020,2,Neutral,unimpress flight quit disappoint servic receiv fli famili shortli notic screen not work one cabin crew came inform passeng behind hastili explain happen row seat told watch main screen front cabin safeti demonstr not inform famili member person but told passeng front not sure expect would heard told first passeng behind panicki direct cabin crew inform rest passeng ask issu screen told not work walk away without offer chang seat later quit upset way convers answer receiv entertain poor system outdat choic movi show pretti limit sound system bad would think twice need pay extra flight qualiti servic
2020,2,Positive,cni getaway reason singapor airlin rate highli consist servic whilst cathay dither initi coronaviru concern not allow attend wear mask custom servic reason singapor airlin no qualm guess servic good attend smile eye take care staff come much part brand not food flight top notch order board access signatur dish sq fame good reason well though fulsom flavour dish present well experi confirm sq best also get chanc go visit jewel changi airport gem
2020,2,Positive,inflight excel loung need work still great airlin everyth work extrem clean servic inflight excel food best far especi better lead airlin gulf region howev loung need work littl dine area bar stool high tabl food qualiti good though not cater enough western euro palat say would fli
2020,2,Positive,premium economi class like regular economi class flight no regular economi call class behind busi class premium economi slightli leg room seat narrow meal serv economi class two choic entre come half cloth napkin qualiti food equal domest us flight provid hot meal compar ana british airway singapor food rank third two meal serv hour flight second meal also dinner serv without dessert flight attend friendli effici alway smile face plane new arriv changi airport hour flight time check drag luggag hour board singapor odd gate secur screen no restroom facil insid gate board smooth departur right time
2020,2,Positive,great flight colombo dec upon board flight colombo pleasantli surpris interior brand new excel crew noth much troubl profession courteou deal passeng friendli warm food world slept remaind flight watch coupl movi prior land krisworld entertain system decent fair select latest movi sq classi feel even economi not lot airlin
2020,2,Positive,excel servic but ineffici melbourn airport staff dec flight not pleasant start initi bust knee cap night flight desper need isl seat ask staff way could arrang permiss deni feel like check staff could done accommod request flight good excel food beef rendang cook absolut perfect staff accommod polit noth much troubl despit leav late flight arriv sin ahead schedul henc abl meet connect good flight
2020,2,Positive,newer hour flight new medium haul configur huge improv older also use flight sector load light flight due conronaviru health concern overheard flight crew discuss return flight passeng also light busi sector even flight newer aircraft much better sq good servic alway
2020,2,Positive,older good flight sq load light due health concern coronaviru typic servic singapor airlin howev older configur date make experi less expect return flight improv ca wait entir fleet refresh
2020,2,Positive,singapor airlin experi usual transit philippin rel easi incom long custom check prefer airlin kri flyer member usual higher price altern carrier
2020,2,Positive,flight singapor great flight daytim tight fit bit overweight need bit room move come back nightmar overnight sleep realli get either otherwis would disturb guest
2020,2,Positive,tick box top class airlin plenti legroom economi enough pitch seat get comfort not small not big either suppos food great servic excel final good valu money would definit recommend long haul flight
2020,2,Positive,brilliant smooth flight excel flight friendli cabin crew love food good choic menu smooth effici certainli recommend use lot choic flight entertain
2020,2,Positive,excel servic singapor airlin beyond world class want write note thank crew board plane especi serv last row buis class servic crew person alway readi help thought person person small appetit crew caught fact quickli offer need later part flight said food great delici favourit lemoncello gelato never eaten anyth amaz even plane kudo chef also thought gestur swop cup water bottl one sleep lest spill unknownli extens seat bed made good rest sleep flight alway great abl fli back home singapor board sq reassur close heart not flight but also flight economi class seat
2020,2,Positive,signapor airlin flew johannesburg signapor hour flight enjoy everi minut air hostess alway friendli help everi passeng good movi ampl room place awesom meal drink meet everi travel need beauti air hostess smile give pleasur travel
2020,2,Negative,poor see good review furnish detail motoris wheelchair pass iglu cruis refus take plane although meant plane ship get manual chair took later flight miss connect singapor arriv sydney day late cost two miss hotel night taxi would not attend airport take us sydney hotel staff board good but plastic although thing book wasnt pass flight staff confus transfer pass qanta good singapor sydney person easier commun plane set seem better better food serv concern disabl flyer seat economi seem tight economi singapor air singapor worker dont speak good english messag given flight wait hour claim refund delay reimburs use qanta emir ba use singapor
2020,2,Positive,excel cabin crew food good use entertain emir hard review but not great select cabin crew attent friendli lot come round refresh
2020,2,Positive,antipodean adventur fli machest singapor sydney day prior board cruis ship new zealand ca prais airlin ground staff enough attent care detail passeng exemplari board food refresh excel next long haul cross fli thay way singapor airlin
2020,2,Positive,busi class comfort almost singapor airlin busi class provid extra one would expect class fast check secur oper access excel loung heathrow prioriti board plenti seat space flat bed excel servic cabin crew ampl overhead locker space qualiti food drink slight drawback bit picki taller peopl flat bed design perfect leg slight angl not much space feet also insuffici space stow person bit piec seat pod area seat pod design emir busi class still best found
2020,2,Neutral,disappoint husband look forward flight new zealand singapor airlin howev left somewhat disappoint although crew smartli turn servic care left want rush inattent drink seem spars food averag suffer headach press button ask water wait half hour someon come seem understand came back warm water airplan quit tire found new zealand airlin far superior
2020,2,Positive,honeymoon airlin recent travel singapor airlin honeymoon bali crew inform wed famili call airlin custom care treatment receiv flight phenomen crew took extra special care us give us travel tip bring us special cake teddi bear even serv us bottl champagn first class truli made experi special special thank manag ang wee richard crew member willi oon cheong yi qi flew jan seat
2020,2,Positive,best custom servic flown mani time singapor airlin never disappoint excel servic great servic great experi fli alway new movi entertain even though flown frequent recommend singapor airlin partner star allianc commit top notch custom servic
2020,2,Positive,bang buck economi seat surprisingli roomi leg room whether mnl one unlik airlin food better ok not great but much better expect also movi choic good well
2020,2,Positive,fli singapor airlin whenev fli singapor airlin one airlin offer gener luggag allow full flight servic profession ground staff support termin
2020,2,Positive,great custom care servic singapor airlin istanbul sale offic reserv singapor airlin rt flight istanbul bangkok via singapor jan feb busi class cancel flight land tour due accid caus leg injuri four half month paid full servic got touch sq airlin istanbul sale offic ask cancel request handl soon reciev document sent cancel fare refund confirm agent also help cancel krisshop order deliv return flight istanbul overal great experi airlin even cancel process call airlin even without fli thank much quick respons person care hope tri excel busi class next ps mark requir field eventhough not flown actual order abl post review erdem istanbul turkey
2020,2,Positive,absolut first class flight no fault whatsoev first time sq fir year busi class realli got act togeth servic impecc food superb comfort second none
2020,2,Positive,servic smile first time flown busi class happi flight servic plane flew
2020,2,Positive,best economi japan not first trip tokyo but also first trip singapor airlin impress start think hour flight go rough no matter but singapor air made comfort actual enjoy first board clean plane nice chang budget airlin southwest talk arriv seat greet blanket pillow bag toiletri flight also slipper rememb economi talk not busi even economi plu next food come around given real metal utensil not plastic drink glass let repeat glass drink cup food also realli good order kid meal ahead time sinc travel year old brought us without ask bring flight entertain huge varieti tv show movi game littl one sleep airplan enjoy everi minut best airlin flown lot singapor airlin goe suggest book flight
2020,2,Positive,long leg room sleep flat design allow long leg room lie flat staff friendli speak littl person clear tabl food great busi class shower facil busi silverkri loung area
2020,2,Positive,awesom servic virgin domest singapor silk air line excel flight singapor airlin silk air servic awesom friendli staff clean util adequ refresh relax flight
2020,2,Positive,wonder experi flight time well manag board onlin possibl changi singapor even drop baggag automat includ collect board pass flight food drink servic great
2020,2,Positive,cramp economi today flew london singapor particular aircraft cramp knee seat front onboard servic good excel meal servic complimentari drink arriv singapor transfer older model much legroom felt less cramp overal servic meal excel pre purchas aisl seat rather risk cramp middl
2020,2,Positive,delight inflight experi sq given outbreak corona viru salut crew still show work flight crew may consid sensit variou legitim reason cabin crew particular flight work well support other task impecc attent detail throughout flight special shout one cabin crew yan ting lam courteou servic deliv genuin care concern passeng staff like ms lam other like truli set sq apart other
2020,2,Positive,alway perfect alway trust sia term ca good handl passeng whatev request someth need flt time regardr night whatev alway take care
2020,2,Positive,great custom servic great solut recent call singapor airlin due chang cruis itenirari origin cruis go start singapor end shanghai but due corona viru cruis line chang final port tokyo decid not go cruis entir reason trip allow parent visit rel shanghai without realli see no reason go singapor airlin graciou even though not even involv cruis allow us make chang flight go differ vacat without chang fee agent even gave person number get touch directli problem truli great airlin great custom servic
2020,2,Positive,return leg vacat time board changi breez servic normal expect world class airlin like singapor courteou staff good prompt servic multipl choic food enjoy soft land dxb flight sq usual land dxb even passeng clear immigr pm
2020,2,Positive,smooth pleasant flight flown singapor airlin long time but wish great flight flight attend love went way help plane nice new seat comfort good inflight entertain system tasti meal definit give singapor airlin high prioriti choos fli oversea futur five hour liter flew past jiffi
2020,2,Positive,airlin truli best airlin make everi flight pleasant experi right board whole process smooth no fuss travel singapor airlin year but also use airlin howev one make feel like home get board crew attent but not bear kid love attent simpli no word fulli describ vast qualiti gap sia servic intern airlin lot review say someon els got better seat better food whatev but sia realli like home
2020,2,Positive,busi class return flight manila singapor via sq busi class board silverkri loung manila airport beyond expect food delici entir room modern spaciou friendli staff better staff silverkri loung sg board aircraft food great flight attend friendli alway smile busi class seat great privaci even though seat middl section marri new busi class seat pull divid great privaci prior flight read review narrow leg room new busi class seat but perhap smaller size not find leg room narrow thing pillow given quit bulki not comfort rest no space put pillow choos not use end put side seat not big problem overal would safe money get travel busi class alway prioriti airlin singapor airlin good safeti record time departur arriv also thank captain crew safe wonder flight regard
2020,2,Positive,great begin till end travel busi class sq sg manila check silverkri wait loung super smooth flight attend friendli one air steward even ask work togeth lift bag overhead storag know joke tri make convers greatli appreci hand flight attend robot tho not rude prior flight read review narrow leg room new busi class seat but perhap smaller size not find leg room narrow thing cant find place put pillow given flight smooth cabin cold overal would safe money get travel busi class alway prioriti airlin singapor airlin good safeti record time departur arriv also thank captain crew safe wonder flight
2020,2,Positive,pleas share meal servic menu card fli singapor airlin year regular frequent flyer top tier solitair pp year sq program chang compani chang travel polici needless say spent mani mani hour sq level servic hour flight singapor bangkok day noth differ time departur clean aircraft good servic comfort seat come expect sq howev experienc someth new flight not seen sinc meal servic cabin crew pass around share menu card us use across row odd meal select highlight explain pictur curios ask menu card never seen told crew member shorter flight took pictur menu card crew member seem bit offend thought noth meal servic approach flight director ask taken pictur menu card made feel though commit offenc real issu made uncomfort manner approach front passeng explain reason take photo never seen found odd thing singapor airlin honest explain fd not expect world class award win airlin prefer airlin anyway interest fd taken photo made menu card even unusu experi fd provid standard repli end wait see ever present share dinner menu
2020,2,Positive,one best airlin look passeng well prone syncop episod fli get anxiou thought wise mention check right word go felt comfort flight flown singapor even without issu put top list servic care
2020,2,Negative,poor custom servic flew singapor airlin first time famili whilst flight mediocr delay due aeroplan problem delay hour submit claim delay singapor airlin seem ignor email not even progress claim utterli shame servic
2020,2,Positive,great servic alway servic singapor airlin outstand staff attent help flight comfort clean food drink servic excel sock toothbrush given would good eye mask love airlin
2020,2,Positive,great flight but not enjoy connect flight via partner airlin great flight melbourn singapor good custom servic great food steward stewardess polit friendli help but connect flight singapor bangalur not expect via partner airlin silkair paid aud bought flight dec travel januari flight expect flight includ connect flight qualiti
2020,2,Positive,one favorit airlin amaz airlin one fav asid airport amaz attract view citi safe homey
2020,2,Positive,great servic great experi sia flight servic never fail entertain drama provid consid date cabin staff realli friendli help even rememb request serv straight away avail flight condit
2020,2,Positive,sydney singapor stop canberra flown rout mani time variou airlin but singapor airlin prefer due sq ff statu get use loung better access prefer seat first flight depart sydney daili brief stop canberra full flight rout may travel get canberra stop sydney rout servic first class want load canberra gener lighter night flight arriv one hour earli seat abl sleep howev woman front kept reach back touch touch screen turn woke reach back time keep turn dark cabin hight alert level corona viru fight crew wore mask not smile guess but said eye
2020,2,Positive,ontim way way flight round trip london christchurch new zealand via singapor flight singapor airlin one air new zealand code share time good servic first choic meal provid good cabin staff inflight servic plenti meal servic option entertain option extens cater age plenti film music game tv e travel children good food servic well one child fussi eater staff made specif sandwich cater need air nz flight new aircraft provid onscreen order facil meal servic suspect becom norm updat fleet ground staff airport equal effici profession travel rout time last singapor new zealand combin via singapor consid great vfm well done airlin staff credit compani
2020,2,Positive,alway great way fli servic alway best cabin staff friendli courteou flight entertain date wide intern region select seat comfort enough legroom singapor airlin best airlin
