Year,Month,Title,Review Text,Rating
2024,February,The Worst Airline-- Singapore Airline,"Strong suggestion for NOT TAKING SINGAPORE AIRLINES any more, the WORST airlines ever take, the airline was cancelled without any notification and explanation, we have to order another replace another airlines during the midnight, they won't take any responsibilities except…",1.0
2024,May,The Very Best Way to Fly,"I recently flew SQ from Sydney to Singapore, on to Hong Kong, then from Bangkok back to Singapore and return to Sydney and each flight was exceptional, flying a combo of Business Class and then economy.   Food was always exceptional, seats were comfortable, facilities kept clean…",5.0
2024,May,They don't care,"I feel disappointed . I booked a year before, everything was planned. Hotel bookings were made. Annual leave was approved. But Singapore airlines changed my booking multiple times, the stress was overwhelming till I finally gave up to the offer of refund out of frustration. They…",1.0
2024,May,OK,"Departed on time arrived close to scheduled time  good crew  food was a little disappointing, snack given not long after departure almost inedible.",4.0
2024,April,Great service by SQ,"Amazing customer service by Rose from SQ, had a 6h back and forth with Trip.com regarding a small issue but Rose was quick and decisive and able to solve it within 15 mins. Love the dedication, keep doing what you are doing!",5.0
2024,April,SA Hard Beds,Very disappointed with bed comfort on 777ER and understand same on A380. Bed was quite hard both out and back and need attendant to make up. Flight was quite busy and crew were courteous but stretched even in business class. Food was excellent.  I was going to book with them for…,3.0
2023,November,Great to experience with SIA,"Excellent service, the staff a really kind and are ready to help, entertainment and comfort a top notch, the food is delicious even when it’s just economy, 100% would recommend",5.0
2024,May,"Great CS, hardware wise soso",SQ896 was delayed due to weather originally captain said we will be on the ground for another 1.5 hour before take off… I was about to head home to work the next day so this is existing news to me (haha) but then the captain made an announcement just 10 mins after saying that…,4.0
2024,May,WORST Customer Service Line,"Awful customer service help desk. Zero resolution skills. Constantly on hold transferring to no one useful. I have had my case pending 7 weeks now. Emails are never resolved always short reply and 2 days later a filler.. calls I soent 4 hours today, resulting in a worse issue…",1.0
2024,April,Food not up to expected standard!!,"Just boarded and requested the fish dinner. Were told the fish was not available?? Subsequent flight SQ 638 (Singapore to Tokyo), Scrambled eggs and salmon breakfast arrived with no scrambled eggs, salmon piled on mashed potatoe, carrots and greens cold and floating in warm…",4.0
2024,May,SIA Dreamliner review,"CMB-SIN uses the 787-100 fleet which, IMO the design for business class is a little lacking in comparing to their 388.  Seat is a little narrow and the windows are misaligned.  Since it was a red eye flight didn’t have meal service.  Flight departed and arrived on time",4.0
2024,March,"Agree, Singapore airlines is best airline","I often used to hear that Singapore Airlines is best alongside Qatar and Emirate Airlines. This time intentionally booked Singapore Airlines for my travel to Hong Kong. I must say I was not disappointed. Their service levels were high, sufficient leg space in economy and good…",5.0
2024,May,Very happy with this airline,"I travelled via Singapore airlines and was very impressed with the service. The staff were all extremely helpful and polite, always doing their best to ensure that every passenger has a pleasant experience on the flight. Furthermore, the seats were comfortable, the food was…",5.0
2023,December,WORLDS BEST AIRLINE,"Super friendly staff , comfortable seats with yummy food and snacks  anytime you want. I would say Singapore Airlines is the worlds best airline",5.0
2024,April,First Class with none of the perks,"I’m read all reviews saying this was good airline. We paid $12,000 for a return flight first class from Sydney to Singapore. Upon entry there was no priority entry for first or business class passengers. We had to board with everyone else. The staff were not very friendly and…",1.0
2024,May,All good but meal was an abject failure,"The usual SIA high standards in seating, comfort, crew attentiveness. Flight departed late but made up time. However the meal was far below SIA standards. Chicken with noodles - the noodles presented as you would expect from a 2nd rate back street hawker stall, The appetizer /…",3.0
2024,April,Excellent service,"Having now flown three airlines over April & May, Singapore Airlines was a stand out even though on another airline I flew Premium Economy.  The service, the staff, the amount and diversity of food and the comfort level were all exceptional.",5.0
2024,May,It's the company's mistake,"The company shows false claims, do not fly with this company I lost a lot of money, it works arbitrarily, cargo and flight service is 0 disgrace.",1.0
2024,May,Shockingly careless!,"Tried to arrange for special assistance for a flight (Business! Full fare ticket!) from Danang to Zurich after the passenger had an accident. It was an emergency, the flight booked was leaving within 25h.  It was absolutely impossible to reach anyone at SQ to arrange for some…",1.0
2024,March,Never ever again!,"Dishonest beyond belief. Singapore has gone to the dogs. Decades ago was a great airline but over the last decade, I have been disappointed in their product. This most recent flight was the last time I’ll ever fly with Singapore.   I made a seat selection well ahead of time and…",1.0
2024,April,Parsimonious and arrogant,"On flight SQ305 to Singapore [and indeed all flights mentioned herein] ,the food was average,at best, little alcohol offered and in flight entertainment average ..On check in we were told the onward flight was from T2  Changi and this was confirmed by staff en route.On arrival…",2.0
2024,May,HORRIBLE ONBOARD SERVICE,"I could write a book on how bad my experience was during my flight. My first flight was delayed (ok, it happens). Got to Singapore to get my second flight. Arrived inside the plane, it had an old lady sitting on my seat. She couldn't speak English, she only could speak Hindi. I…",1.0
2024,April,Cape Town staff most helpful - well done Zikhona!,I did not realise that the seat selection rules changed for my specific class of ticket just days prior to my flight. As a result I could not find two seats next to each other when I checked in. I was upset with the airline and myself since we were celebrating our anniversary…,5.0
2024,May,"Yeah, amazing airline experience jfk-sin","Amazing airlines Singapore airlines highly suggest The meal service was awesome, but the aircraft was nice and spacious. The food was amazing. It was the longest flight in the world from New York to Singapore. I love Singapore, Airlines, and highly suggested.",5.0
2024,April,Singapore Airline the Good and the Ugly,"Where do they rank among the different 17 Airlines that I have flown with both domestically and internationally, Singapore Airlines rank number 2 behind Air New Zealand,and split 2nd with Korean Airlines, having now flown 12 individual flights with Singapore Airlines, I have…",4.0
2024,April,Yucky yucky yucky,Not a pleasant trip on Singapore Airlines.  Will not fly this airline again.  From start to finish it was a very long 14 1/2 hours.,2.0
2023,June,excellent,singapore airlines is so excellent i flew on the singapore airlines a380 and service was super excellent fly on singapore airlines they are so excellent singapore airlinea is my favourite airline fly with singapore airlines,5.0
2024,May,"Worst , I should just go back for Cathay Pacific next time.","Worst service ever considering that this is not a budget airline Delayed for 3-4 hours, then only to realise they totally changed my seat from window seat to aisle seat . I requested back for my window seat and then they told me to wait but after waiting for very long, I was…",1.0
2024,April,all fur coat and no knickers,I would recommend  Emirates Airlines. Singapore Airlines are now second class airlines with no vision to improve the service that is outdated. The staff may be helpful but when you flying first class the quality of service was missing on air and on the ground service and lounge…,1.0
2024,January,Disappointing Experience with Singapore Airlines for Business Class Passengers with Disabilities,"As a frequent traveler who opted for business class, I never imagined I'd be compelled to leave a 1-star review for Singapore Airlines—a carrier reputed for quality service. Unfortunately, our recent experience has been deeply disappointing, particularly concerning their…",1.0
2024,April,Unnecessary 8 hour delay,"Unnecessary 8 hour delay  Flying home with Singapore airlines.  My flight into KL was delayed by 20 minutes.  However, still landed with 60 minutes to get to my original connecting flight and I could have easily made it  Instead, Singapore Airlines changed my booking at the last…",1.0
2023,August,woeful,"My wife and I treated ourselves to premium economy. A waste of money !!   no extra service, seats are awkward to exit from the winxdow seat, toilets are way back in economy, and I had to pay a lot extra for extra leg room forward, on our return.   A comfortable seat, but not…",2.0
2024,April,Basic service horrible Food,"The food and snacks are non existent, up to 2019 it was the Airline I loved now it is a budget carrier. Should we call it Scoot as it is better prositioned. Food is basic and horrible, there is no snacks and you are mede feel that you are a hindrance when you ask for something.…",2.0
2023,November,Food quality on Singapore Airlines,The inflight food quality in Singapore airlines is very bad. They have paratha served in November 2023 which has an expiry 12 months away. And when I wrote to them all they have to say is our food is fresh.  How is it fresh if it has such a long expiry date? Needless to say the…,2.0
2023,May,Terrible booking experience,"Through this airline I've learned that there is a big difference between airline ratings and the whole experience from booking through to after the actual journey. My experience was dismal. I was flying with an infant, and while the cabin crew were great, the booking, ground…",1.0
2024,April,Not What I Dreamed of,I’d heard about Singapore Airlines since the 90s and had been wanting to take them one day. The experience was not as exceptional as I expected. But everything has changed since then.  Boarding was by zone and quick. The staff was extremely friendly and polite. Greeting was…,4.0
2024,April,Premium economy is a waste of money.,The Premium economy priority boarding featured in the airlines advertising does not exist.  After paying almost double the economy fare the first 5 hours of a 19 hour flight is economy ( Perth to Singapore and return) makes the extra thousands simply not worth it. The seats are…,2.0
2024,March,Singapore Airlines Premium Economy,"We chose Singapore Airlines as we wanted to stopover in Singapore and they rate highly as an airline.  However, we were very disappointed with their Premium Economy service, which could better be described as Economy with extra legroom.  There was no welcome drink after…",2.0
2024,April,Amazing service by Junior,"Words cannot describe fully how amazing Junior’s service was. From being so welcoming and entertaining, to noticing the small details about what we liked and going above and beyond to give us more of it. He chatted us up and guessed our favourite alcoholic drinks correctly from…",5.0
2024,April,Horrific staff members,Ground staff at Delhi airport for Singapore airlines treat people inhumanely and force you in to unsafe situations. Singapore airlines staff require a lot more training. Absolutely horrific behaviour it needs to be reported.,1.0
2024,April,Best Class on the Best Airline,"This has got to be the best cabin service I have EVER experienced.  It is the first time I/we have traveled in a Suite and it was amazing, mind blowing, fabulous! Every aspect was wonderful - a massive personal and private space that was made perfect by a great chair and a bed…",5.0
2024,April,Gone down hill,"We always love the customer service on the airline, polite, efficient and friendly. We were on an8 hr overnight flight in cattle class (😀) So here it goes : the seating was so narrow or arms were on top of each other and we could hardly move in our seats, so so cramped. No over…",3.0
2024,April,bad customer service,"your chatbot doesnt work , you should test it from time to time and your complain form on the website doesnt work you should check it also.  i didnt travel yet however i put my review based on the experience with the customer service. the worst i ever seen or deal with. there…",1.0
2024,April,Shout out for an impressive service,My husband and I boarded the plane SQ935 at Denpasar Bali airport on 25th April. We were served by Chimi Rautela throughout the flight journey. We were impressed by her attentiveness to our needs and her friendly disposition in serving the passengers. My husband requested for…,5.0
2024,April,Singapore Airlines - Truely an epitome to experience on the air.,"First time travelled by Singapore Airlines and I believe I made the right choice.  Excellent Customer Service, Excellent Inflight Service and Excellent Ground Service. I could feel the passion of the ground staff and the cabin crew to delight the passengers.   Any request were…",5.0
2024,March,Deteriorating customer experience..,Our flight from Singapore to Kathmandu was on an aircraft 737-800NG.  I was really appalled to discover that there was no in-flight entertainment on this flight after I had booked the air ticket.  I was wondering whether I am travelling on a budget airline or not?    I always…,2.0
2024,April,Singapore Business = Spirit Airlines,I thought it was very odd that they business class lavatory was broken and there was only one lavatory available in the pilots took up the front to a lavatories. So for the entire flight of 19 hours plus the entire business class had only one functional lavatory it seems highly…,2.0
2024,February,SHOCKING SERVICE AND CUSTOMER CARE,"WORST AIRLINE!!! Cost me money for their incompetence as an airline. Been making a complaint to be told by the rude staff they won’t speak to anyone on the phone and all done by email. Won’t just pick up the phone and actually provide customer care. The plane was old, dirty and…",1.0
2023,September,Best Experience Ever,"On board, the staffs (they are SUPER friendly) they served all passengers delicious/yummy foods. Smooth landing and on baggage claim, our suitcase was perfectly FINE.",4.0
2024,April,I just want to speak to a human!!,"Very poor customer service, unable to speak with anyone, always directed to website. My adult son and I are travelling on 2 May. He is a full-time manual wheelchair user with an attachment - SmartDrive (has lithium battery). I started 4 days phoning to speak with someone about…",1.0
2024,March,Stop forcing blinds closed,"Staff were stressy, forced all window blinds to be closed for several hours on a morning flight! Plunging the cabin into darkness and then staff disappeared..   Wouldn't recommend the airline",2.0
2024,April,"Call centre service, especially staff Eimi, is absolutely terrible",Call centre service is absolutely terrible. The staff Eimi is rude and condescending. What a representative of Singapore Airlines.  The call centre also opened a case but did not bother to follow up even though they said they will between 24-72 hours.,1.0
2024,April,"Totally disappointed! Nobody from the airline is assisting, updating and providing the passengers the information we nee","Totally disappointed! Nobody from the airline is assisting, updating and providing the passengers the information we needes. We were just thrown here without food and accommodation. Avoid this airline!",1.0
2024,April,Terrible service,"Totally disappointed in the service provided by Singapore Airlines. Booked my flights in 16 sep 2023 and purchased my seats in advanced. However, when i checked in online 12 hours before my flight, i found out that my seats wasnt what i selected and paid for.. Called SIA hotline…",1.0
2024,February,"Poor service, SIA is not good anymore!!","From Changi airport Dhaka, Bangladesh, total customer service is poor. And some cases customer service are offensive and SIA employees maintain a poor double standard. Complaint to SIA management didn’t change anything. Management targets and blamed high traffic to this…",1.0
2024,April,Extremely,"Absolutely crap service. Missed our flights. Airport busy, long cues, we checked in 2 hours early. They closed the gate. No follow up. No apology. Will claim insurance. Never book Singapore again. Never recommend Singapore Airlines. Your airline cost us and we missed important…",1.0
2024,February,I like flying with this Airline,"Staff were very professional and helpful.  A nice airline to go with. My only beef was that I had four flights with this airline and with two of those flights I could not unfortunately eat the meals. By the time it came to my turn to be served, they only had spicy food available…",4.0
2024,April,Cabin crew disregarded safety in Singapore Airlines,Been flying with SQ in business class for the longest time and for the previous months their service just gets worst every time from ground crew to cabin crew.  And previously flight SQ918 April 9 on my flight their CC has disregarded safety in the cabin just before landing as…,1.0
2024,April,Terrible website and terrible experience with the support staff,"As I am a student, I tried verifying my student status to receive the complimentary student discount. Unfortunately, due to Singapore's poor website, there were several options for my university. I happened to select the wrong one, which caused an error and put my account under…",1.0
2024,March,Decline in Singapore Airlines planes and food,"My husband and myself have always given high praise when flying with Singapore Airlines regarding the comfy seats, the staff/service, the food and their excellent safety record. We flew with them in March 2023 and again in April 2024, Brisbane to Singapore return. However, our 2…",2.0
2024,April,Missed Flight,"I was crossing over from Calapan city to Batangas port going to manila to catch a 7:40am flight, however I may come early on my journey I still did not make it onetime in the report and arrived at 11am, I know I should have slept in Manila instead but since I came for a short…",5.0
2024,March,Delayed our Luggage for 4 DAYS!,"We recently planned our trip of a lifetime!   4 Adults. Myself, My Son, My Daughter and Daughter -in-law.  Our luggage did not make it to Sydney. They gave us approximately $100.00 each to get what we needed..HA!   We had NOTHING.... No underwear, Toiletries, Normal necessities.…",3.0
2024,April,Best airline in the world,Thank you to the crew of the singapore airline on SQ424 on 10 th April from singapore to Mumbai for your excellent customer service and taking care of my wife as she is pregnant and giving her the unforgetable memories as she forgot she is travelling alone.The crew treated her…,5.0
2024,March,Good - but not great,"Check-in and boarding was a dream with Premium Economy and everything was on time including connecting flights. The service and food in Premium Economy was good, but could have been better. I believe an upgraded service was recently launched and as such hope it is better.  The…",4.0
2024,April,Pathetic experience,We booked the Singapore Airlines flight as we had once had a good experience flying from India to Australia.  This flight was booked for our parents who were elderly and needed wheelchair assistance. First and foremost the airline staff were extremely unprofessional in the…,1.0
2024,March,First time on Singapore Airlines,Thoroughly enjoyed our first experience of Singapore Airlines.  Friendly check in staff at Manchester. Crew on flight to Singapore were very professional and very quick with the drinks service and ay requests for items. Food was lovely (we had pre ordered) and the satay was…,5.0
2024,April,GZ to Singapore,Took the 1:20 am flight back to Singapore.  GZ airport only opens the first door (for domestic flights check in) and last door (for internation flights check in). Arrived 2 hours prior to flight time so didn't queue long to get boarding pass. Immigration was also done fairly…,5.0
2024,March,safety concern.,"During take-off and landing, the Airbus felt unbalanced and caused a very scary experience and the service food was average.",1.0
2024,April,Shocked at the exorbitant tax and many other things.,"In the past, I used to take SIA as i thought it was a comfortable and reliable airline.  This time, I was shocked I was charged 75000yen( almost 750sgd ) for excess baggage of 35kg.  I had an extra suitcase though.  When asked how much per extra kg, the japanese counter girl did…",1.0
2024,January,Disappointed.,"We travelled with Singapore airlines in Dec 2019 the first time we went to NZ. We flew Premium economy and it was fabulous so when we went to NZ this year, we upgraded at the last minute for an extra £849 for premium -one leg. What a let down it was! We were starving!  Two meals…",3.0
2024,February,SQ is the best!,I flew from Narita to Sydney on 25 Feb with a tore ACL and MCL from skiing. Grew up from neighbour country. SQ has been part of my childhood memory until now. Migrated to Oz is the reason I always choose a long layover just for the foods in Changi Airport haha. The staffs in…,5.0
2024,March,Come on Sing Airlines sort out your catering Manchester - Singapore,Flew out on 7th March loved out selected seats but what on earth has happened to the food ? It was absolutely disgusting Manchester -Singapore tasteless inedible and cold how can they get it  so wrong from Uk to Singapore then second flight Singapore to Phuket fabulous hot and…,4.0
2024,April,Kudos to the SQ check in team Cebu,"I would like to use this chance to express my gratitude to the SQ check-in staff, especially to Ms. Princess, who was working that day on April 3, 2024. The staff, including Ms. Princess, is exceptionally kind and helpful. We travelled from Cebu for the first time, and the staff…",5.0
2024,March,When you want the best,As this was a retirement trip we decided to take the plunge and go premium economy at the time it was about 2 1/2 times the price of economy ( Business was just out of bounds) the reason Singapore Airlines are number 1 was shown from the start we were greeted at checkin with a…,5.0
2024,March,Great seat set up,This airline has the best seat set up that we have ever flown on with business class. We were seated together and this was great for talking to one another. The service was fabulous as was the food and drinks,5.0
2024,March,NYC to SIN Singapore Airlines Premium - NEVER AGAIN,"I was looking forward for years to taking this flight. I flew NYC to BKK on Singapore Airlines Premium Economy (via Singapore) on March 6th, 2024. Very disappointing. It is basically an economy experience with better seats. The food was nothing exceptional (economy style food),…",3.0
2023,December,Poor service for people with special needs,Worst airline in the world!  My sister flew from Milan to Perth and she is 100% disabled. Upon arrival we discovered that Singapore airlines FORGOT HER WHEELCHAIR and didn't put it on the airplane by leaving her without the chance to move once she left the aircraft on arrival!…,1.0
2023,May,Accept a hotel room if delayed promises of alternatives are not worth the hassle.,I was on the flight delayed 26 hours by 1 cm of snow 10 December 2022.  At the Singapore Airlines request I did not take up a hotel in Bradford (over 50 miles away) which I later discovered would have involved waiting for over an hour outdoors in sub-zero temperatures. Instead I…,1.0
2024,February,Watch Out for Surprise Budget Airline flight leg,"Singapore airlines itself was excellent with friendly service (exeptional staff) and great facilities, unfortunately though, we will probably never book with them again as on our return leg to Australia, in Singapore we were put onto their budget airline - SCOOT, which was, by…",5.0
2024,March,Amazing!!!,I never leave a review but this flight really deserved it. I could not of asked for anything more. They took care of everyone it was a clean spaced flight and i will definitely fly with them again,5.0
2024,February,Food Quality of Singapore air.,"On the return trip to Sydney after such a wonderful holiday, I was firstly disappointed by the first meal which was being handed around to the customers of Singapore Airlines, a rather plain and half cooked pastry . This pastry  looks like something you can get at your local…",1.0
2024,February,A  S$100 voucher compensation is a insult.,"My son and I flew to Melbourne from Singapore with Singapore Airline on 27/02/2024, flight number is SQ 247, after boarding the plane, one of the flight attendants had asked my son if the ground crew had notified him that his chair can’t recline and was in the upright position,…",1.0
2024,March,Bad horrible worst service from Singapore airlines,Terrible. Horrible service.  Family of 6 was scheduled on a 4pm flight from Sydney to Singapore. At 12pm I received a notification that only my parents booking was pushed back to 10pm. No reason given. We then hurried out way down to the airport to find out what on earth was…,1.0
2024,February,Excellent service and meals,"During February, we took several Singapore Airlines flights: 2 business class, 1 premium economy, and 1 economy class. Each one was excellent, including the service and the food. In business class, the food was outstanding.  We have travelled business class on several airlines…",5.0
2024,March,Terrible Booking Experience!,"Terrible experience of booking my flight on SIA website to chatbot and customer service. Due to a technical error, my booking was not confirmed when payment was made. The chatbot agent (Charm) interaction was slow, he reinstated my booking and told me that payment was not made.…",1.0
2024,March,The cabin crew are what makes Singapore Airlines great,"I had the pleasure of flying business class from Heathrow to Melbourne via Singapore. Post Covid, despite ticket costs increasing, I missed the touches I had experienced with other airlines such as courier cars, pyjamas and amenity bags.  Check in was easy at Heathrow but the SA…",4.0
2024,March,Sydney to Singapore,"Flying to SriLanka via Singapore. Do yourself a favour, pay a little extra and book seats 31A and 31C Comfortable, excellent staff, extra drinks just ask Highly recommended",5.0
2024,March,Joke,"Used to be an airline, now a joke. Neither Sydney nor Singapore lounges had anything like adequate - or, in Sydney’s  case, any - seats or space. My seat on board the faded 380 started falling apart before we’d even taken off. Now return flight has just been delayed til 2.15 am…",1.0
2024,March,What’s Not To Like…,"I can see why Singapore Airlines wins so many awards: the planes are comfy, the staff dressed in stunningly elegant uniforms, the food is high quality, and the Salcombe Dairy ice cream served for dessert was the best treat ever!  Well done team SA, you got it all just right.",5.0
2024,February,Fantastic Service!,Attentive service from the moment you board the plane.  Ability to pre book meals from an excellent menu and great inflight entertainment.  Highly recommended.,5.0
2024,March,Pleasant flight experience,I've had the opportunity to fly Business class with Singapore Airlines for the second time in the past two years and would highly recommend Singapore Airlines (Business or Economy class). Special thanks to the flight attendants serving 19K and 19F on 24th March on a morning…,5.0
2024,March,Do not be overwhelmed with compliments,"There is a smell in the plane. It was so warm before took off. Food serve is bad and the hotness tell us there is no Chinese tea when we request it. How was that so?   The toilet is dirty and maybe and if there is a smell, they should have spray some freshener in the plane.…",2.0
2024,March,Only Cabin crews’ service was good and anything besides that was horrible. Misleading information almost a scam.,"1. Ground crews not trained well, or they taught them unnecessary rules to make guests go to a machine for sure, even though guests know and we’re told to go to counter upon online check in.  When I did online check-in, it was written that I should go to counter so that they can…",1.0
2023,July,Pathetic experience inflight and on ground,Horrible ground staff. Pathetic cabin crew. Non functional infotainment and wifi. Lack of supplies in business class toilets. Not following food and beverages requirements/requests of passengers (even when pre-booked),1.0
2024,March,A steep decline,"A broken brake delayed our flight for more than 2h, making us lose our connection. The food was inedible and the entretainment was poor and limited. What happend singapore airlines? You used to be decent",1.0
2024,February,Singapore Airlines service not good.,"Very disappointed with Singapore airlines, food when  finally arrived was cold, tasteless and not pleasant to eat. Drink service, even for water was non existent. Crew were very abrupt and spent alot of time looking up a sheet to find your name, to I guess try to give you a…",3.0
2024,March,Pathetic customer service experience,"I cancelled my business class reservation within 24 hours of booking my ticket online at Singaporeair.com and beyond the 7 day window for travel.   However, when trying to cancel my reservation, Singapore Airlines Customer Care (both the agent and his supervisor) told me that I…",1.0
2024,March,Premium economy not worth the big extra $$$$$,Very disappointed on premium service ! Food was appalling! Stone piza was stone ! The coffee was far worse ! The plane & staff were great ! We paid a lot extra to have comfort but babies crying all nite right behind premium ! Air newzealand premium kills singapores ! So…,3.0
2024,February,Disappointing business class,"We were so excited to fly Singapore airlines. We used points to fly business class.  They were training a flight attendant on our flight. The service was awful, food undercooked and not offered an exchange. I originally put my meal on hold but decided to have it. They said it…",3.0
2024,March,Emirates is better,"Business class is not so good, the seat is really very small, service is average, takes time to bring what you ordered. Team is good but I believe not enough to serve the people.food was tasty, drinks choice is very average specially wine selection. So unfortunately Singapore…",3.0
2024,March,Great service,Impeccable service from all the crew. I was on a tight layover and had less than 40 minutes to get from T2 to T3. One gorgeous hostess (I didn't get her name) was most helpful somehow finding which gate I was departing from which saved me a lot of time and worry; her info was…,5.0
2024,March,Great flying experience,"The flight took off a little late (20 mins) but landed before time. The entire cabin crew was not just good; they are exceptional, embodying warmth and dedication to ensuring your flight is as comfortable as possible. Led by the capable Huang Sia Li, the team consists of…",5.0
2023,November,"Baggage Destroyed, Despicable Business Class Lounges at JFK.",My brand new suitcase was irreparably damaged by the handlers. Singapore Airlines and I agreed on a reimbursement price after multiple e-mails. I have yet to receive this small settlement after I had spend over $6000 on this flight. My last correspondence on the e-mail thread…,2.0
2024,March,Good,"comfortable seats. Good service, would use again! Food was ok not much choice but ok, we had a 12 hour flight so it was long but had a good selection of movies to watch",3.0
2024,February,Excellent Service & Product,"Excellent end-to-end experience on Singapore Airlines. Crew are exceptional. Highly attentive. Crew always made the time and effort to get to know passengers, and have conversations with them. The cabin crew provided me with advice in getting to my next flight upon arriving in…",5.0
2024,March,NOT HAPPY WITH SERVICE OR LACK OF,Was disappointed with lack of service and or care on flight from Sydney to Singapore .Not only is no tv available for a 5 hour flight but lack of offer of water and no cleaning of toilet was a disgrace. What are the hostesses paid to do I ask?,2.0
2024,March,Never flying Singapore Airlines again Their service is not that great!,SA flight Number SQ 22    12 March 2024         My husband and I took SA flight SQ22 out of Singapore which was a 17-hour plus flight into Newark Airport.  I was very dissatisfied with the service I received from the flight attendants during this trip and I felt that the…,1.0
2024,March,Excellent,"Awesome flight! Seats were comfortable, flight attendants were kind, in flight meal was delicious and tasted like food from a 5-star hotel!",5.0
2024,March,Terrible phone service and cancellation policy,Terrible customer service and cancellation policy.  I do not know how this is rated as the best airline in the world.  I have travel with many other airlines and this is the first time I will be traveling with them but I am shocked to find out that they do not have a 24hr…,1.0
2024,March,Very Disappointed,"We travelled on 14th March and extremely disappointed in the experience. The food! The bread rolls were cold and very stale, the butter and the cheese was frozen solid and the meals were inedible. Without doubt the worst airplane food ever., disgusting! The champagne was very…",1.0
2024,February,Very poor,"Shocking experience.  Poor food, no amenities,  sharing toilets with economy,  same food as economy.  Leg room reasonable.  2nd leg of our journey with Air New Zealand premium economy,  what a total difference.  Top meals, even more leg room, private toilets and awesome…",2.0
2024,March,Fly SIA for a real and true experience!,"Most recently, I had the privilege of flying Business Class for the first time from Singapore to Melbourne. I was totally amazed by the world renowned SIA customer service from the moment I checked-in till I finally landed in Melbourne. I flew on board SQ237 and despite the…",5.0
2024,February,SIA Economy: Strengths and Weaknesses,"Flying Singapore Airlines economy has its strengths and weaknesses. What Singapore Airlines economy shines in are: seat comfort (good legroom + recline), cleanness/hygiene, in-flight entertainment (a lot of top movies and songs!), and cabin crew service. However, somethings that…",4.0
2024,February,Worst experience,"The worst experience the seats are very squishy can't get out easily when sitting towards window.   Six seats in one row should have 2, 3 and seats in a row.    Paying so much for the fare and I wouldn't recommend to fly with Singapore Airlines.",1.0
2024,March,Disappointing Premium Economy,"Follow up to others on Premium Economy  class. Again completely underwhelming. Poor service no different from Economy in terms of food or drinks. No personal service rushed meals all using plastic no tablecloths. No amenity kit, only addition to Economy is headphones...No  pre…",2.0
2024,March,Outstanding customer service,"Outstanding Customer services. Outstanding Customer services. Had to cancel flight from LHR - -SIN - -AKL at very short notice 8hrs, injury to left knee, immobile. S.A. customer services very supportive & understanding, speedy communications & decisions, no interrogation, spin…",5.0
2023,September,BEST AIRLINE EVER,"The best airline ever, Singapore Airlines was so much better than I expected. They gave me delicious food in economy while being so polite the seat was so comfortable and I had decent leg room. WOULD RECOMMEND",5.0
2024,February,NIGHTMARE,WORST EXPERIENCE. WORST STAFF EVER. Won’t ever travel again with Singapore airlines ever. They got some technical issue with the aircraft and they made us wait for 2 freaking days,1.0
2023,September,Completely underwhelming!,"Very underwhelming! Despite its awards and several recommendations we found the food average, bordering on poor and the service rushed and impersonal. We found other airlines’ Premium Economy far superior.  In addition, they gave our frequent flyer point to some other random…",2.0
2023,April,🛫 Singapore Airlines Review 🛬,"I had an unfortunate experience while flying from Singapore to Jakarta with Singapore Airlines on September 10th, 2022. My baggage was mishandled and lost during the journey, leaving me in a distressing situation upon arrival at Jakarta International Airport.  Despite promptly…",1.0
2023,November,Never fly with Singapore airlines again.,I was drawn to this Singapore Airlines because of all the positive reviews. But the reality was very different and extremely disappointing. SA seems to spend lots of resources on advertising but the true value for passengers is very low and in contrasts to what they advertise.…,1.0
2024,March,WORST SERVICE AND WORST CUSTOMER SERVICE,"My recent experience with Singapore Airlines was nothing short of a nightmare. What was supposed to be a straightforward journey from Manila to Singapore - Singapore to Maldives turned into a logistical nightmare due to sudden, frequent flight cancellations and changes. Just…",1.0
2024,February,Ok,We used this airline to go from Singapore to London Heathrow. We had issues with tickets as they cancelled one of the tickets and trying to get it sorted cost a lot of money due to roaming charges for the lengthy phone calls which were needed to get the ticket reinstated and…,3.0
2023,December,The service in Suites Class makes one feel like VIP,"The service on Singapore Airlines Suites Class was nothing but excellent. The cabin crew was warm and friendly and, most importantly, came across as sincere and genuine. Throughout the flight, I interacted with Leading Stewardess Sharifah the most, who went all the way out to…",5.0
2024,March,Don’t give them your money,"Booked, paid and received email confirmation for extra legroom seats 10 Dec. 4 Feb checked and seas were gone. They resold our paid for seats and put us in standard seats. I have a spine support device that means I require the extra space. Couldn’t use it and had a 13 1/2 hour…",1.0
2024,March,Premium Economy Seating on Singapore Airlines not worth the money!,"Premium Economy Seating on Singapore Airlines has narrow seats and poor leg room compared to Air NZ or Virgin.  Drinks served in plastic beakers, roast chicken tough as was the meat in the noodle dinner.  Orange juice concoction was not a premium offering.  Toilets - we had to…",2.0
2024,February,Impossible to get a promised refund,"We booked our flights a full 9 months in advance and paid well over $11,000 for a trip in 2 weeks time. we then booked our trip around the flights. Over the past 2 months they changed our flights over 6 times resulting in over 15 hours of stop overs and delays, making the trip…",1.0
2023,December,WOAH. FLY WITH SQ,"This was a fascinating experience. As I sat into my seat, the stewardess offered me a warm towel and I felt very very welcomed. They treat you too well haha. The seats were comfortable. They even gave me a teddy bear haha idk why.",5.0
