processed_full_review,sentiment,year,month
flight time schedule seat spacious even economy class service great full service meal even though short two hour flight flight entertainment great late movie catch certainly great way fly,Positive,2018,10
well mighty fall remember day singapore airline one leader industry dadaw not anymore received email whilst holiday island offering upgrade extra legroom thought might great idea singapore melbourne leg log upgraded thought get board surprise see not seat offer think booked ok stuff happen serve breakfast truly embarrassed bread roll butter nothing else top wrinkle muffin bowl piece mixed fresh fruit bite size call continental breakfast top one enjoy air hostess side equator but positive get talk head team make lack personality crew lady warm engaging gem person travel airline no option thanks nothing look alternative,Negative,2018,10
airline best world clean plane good food outstanding service big problem singapore airline spoil never satisfy airline sq best,Positive,2018,10
always pleasant serve care crew friendly face tough work week food fantastic crew always attentive pleasant respite work week away,Positive,2018,10
although not first time fly singapore airline forget great airline service food quality general onboard attentiveness not beat fly singapore airline every opportunity get best airline far,Positive,2018,10
singapore airline one favorite airline comfortable wider seat legroom tasty food economy class business class best world especially hope soon could fly new suit best economy class business class,Positive,2018,10
fly singapore airline sydney london always feel super safe customer service excellent great entertainment also efficient custom board always super organise fast comfortable airline always fly airbus best plane sky best airline,Positive,2018,10
last two flight melbourne well standard flight entertainment system complete shut due problem every class find general service lack not good latter year seem problem leave melbourne not care arrive singapore greet packet different tea box trouble come but pay money premium economy people pay business first class fare box mixed tea compensation come singapore people compensate good box tea come back excellent standard past flight but fly melbourne lack standard last two outward flight melbourne well standard,Neutral,2018,10
specifically regard comfort bad business class ever experience configuration seat ideal particularly sucker window seat full recline either expect get comfortable rest great service dreadful business class,Neutral,2018,12
love new seat design much easy decoy bed even good cauliflower divider u squab level could see chat easily throughout flight airline continue provide great service comfort fly year fab new seat,Positive,2018,12
fantastic service singapore airline cabin crew work extremely well make long flight comfortable possible economy seat exercise well practiced routine serve food drink dim light right time night flight heathrow changi airport trip singapore australia,Positive,2018,12
great experience comfortable great selection entertainment although could find one already watched issue food severe allergy peanut tend avoid nut airplane every meal get fish either plain cream tomato sauce mushy roast potato carrot broccoli heavily salt peppered meal different breakfast tasty cheese omelette maybe spice meal allergens bit tall average female leg room bit issue get lucky fact aisle seat flight but felt sorry seat mate stick middle staff really helpful start feel nauseous someone start eat peanut near give mask help try filter air keep check see pretty good flight despite delayed changi airport singapore hour half local time good,Positive,2018,12
happy crew make great airline flight great crew fly singapore airline good choice programme flight meal happy total experience check flight perth singapore,Positive,2018,12
board okay but define passenger group number not clear service good flight time auckland hanoi flight,Positive,2018,12
check board transit painless smooth check staff flight attendant courteous cater need especially year old pram u painless smooth flight year old pram,Positive,2018,12
travel frequently singapore airline one favorites great customer care attentive staff always kind helpful general flight leave arrive time base china often not case enjoy entertainment system good quality many new movie watch seat economy premium time find seat quite spacious enjoy extra leg space singapore airline happy landing singapore airline customer service,Positive,2018,12
experience fly one best airline world exhilarate flight cgk kix include transit sin first leg old boeing aircraft felt old seat look tired ife outdated morning flight full request change seat isle seat check able isle seat last row second leg brand new airbus aircraft great leg room comfy seat ife awesome order muslim meal leg prior flight tasty flight attendant nice professional able quickly manage food service short flight cgk sin able look calm collect heavy turbulence flight sin kix downside pay select seat prior online check select seat free online check limit option earn status,Positive,2018,12
singapore airline always spoil choice come inflight entertainment good travel long distant keep airline good choice programme,Positive,2018,12
pleasant travel food best entertainment little bit concern update late movie airline need work friendly cabin crews trust singapore airline else but travel singapore airline,Positive,2018,12
nothing much trouble excellent service comfortable bed great selection film lovely food drink great experience relax great start vacation,Positive,2018,12
airbus industrie travel partner sit upper deck spacious comfortable best seat ever pleasure travel overseas service excellent felt well look night people awake offered water food restaurant quality pay little bit extra buy singapore air ticket but well worth specially travel long hour best way fly,Positive,2018,12
knowledge low class fare premium economy name fit great way seat much large great leg room recline seat adjustable leg foot rest friendly service lot food free drink red eye flight perfect avoid jet lag best flight last year,Positive,2018,12
good flight comfortable seat plus service mind affordable price dislike minor thing like tv screen not work well seat good flight nice service,Positive,2018,12
along main gripe sq economy class cabin seat even tray height sq economy class seat give little legroom space recent revise cabin design also end din tray mount quite low sit lap uncomfortable sq good service cabin entertainment system food compensate uncomfortable seat well good news take return flight singapore nagoya flight use dreamliners new cabin design rectify main grouse much leg room din tray right height could one slight improvement would like deep seat well support underside thighs entertainment system also new food menu seem improved return trip although number meal serve reduced two one one meal really tasty much son wish could ask second serve overall really enjoy new cabin smile throughout flight matter fact itch try new cabin premium economy maybe business,Positive,2018,12
could not fault airline one bit plenty leg room countless amount film music keep entertain friendly staff even work hour tasty snack meal airline could provide anything need desire fortunate come across cheap flight but would consider pay airline guarantee happy trip best flight far,Positive,2018,12
fellow traveller would like share experience partner book river cruise prague paris board singapore airline flight sq singapore short airport stopover singapore airport frankfurt germany although fly economy class service certainly first class creature comfort airline offer staff treat u like family helpful concern comfort food sensational airline food much wait next meal cabin comfortable clean pilot ensure comfortable safe trip fly back sydney paris well do singapore airline would fly singapore airline bet would,Positive,2018,12
long hour surabaya since go chang sacrifice totally redeem discipline care humble crew excellent service great food drink chang environment food court great economic,Positive,2018,12
even flight old version suit truly amazing crew top attentive always open lavatory door refill glass champagne food good flight seem like hour even though almost hrs truly blueprint airline follow hard find fault much anything onboard singapore suite,Positive,2018,12
recently fly singapore airline although not first time no problem book flight punctuality thing annoy try book suitable seat tell different thing realise book flight also book seat however get perfect seat seat don seem squash airline staff lovely helpful one way old plane headphone work properly but everything else fine singapore airline,Positive,2018,12
travel many reputable airline but many trip singapore airline still best customer care service great make passenger travel comfortable relaxing staff treat passenger friends great kid service ground air superb attentive informative great service customer service,Positive,2018,12
visit nz annually since seventy non stop journey much year vary route stop invariably return singapore not favourite place but course mean singapore airline favourite airline approximately half way nz convenient not slight airline experience singapore really best staff include check delightful polite helpful nothing much trouble last year usual good comfortable flight but year treat premium economy sleep well always use premium meal meal not something eat look forward homeward bound trip april usual stop already look organise trip regret not bother join airline frequent flyer scheme investigate thank singapore airline top second none,Positive,2018,12
service good request assit husband perth singapore celebrate anniversary yr together even though stroke last week fly help u lot appreciate good flight sevice,Positive,2018,12
one best service tiresome flight first hour transit singapore flight travel summer student look cheap flight available internet mid surprise find flight singapore airline best airline world flight return flight colombo prove u singapore airline unbeatable rest hop travel soon singapore airline long haul flight,Positive,2018,12
touch care cabin staff know bad tummy flight come many time ask feel enjoy comfortable flight movie good many selection choose sia best airline,Positive,2018,12
airline top notch even economy class treat super fly separate egg get final destination leg good next would highly recommend would not hesitate fly singapore best airline flown date,Positive,2018,12
take sq year ago not much change seat reupholstered cabin redecorate but besides fundamentally flight slightly delay but crew apologetic good always enjoy warm hospitality flight crew problem audio but one flight attendant gladly help rectify reset entertainment system later seat fairly comfortable decent legroom tall lad meal take quite serve reach cruise altitude though could see crew push trolleys aisle but never serve u around min child serve wait worth though chicken even though economy class juicy tender delectable make feel ground not eat flight meal however ife leave much desire dated screen plane pixelated least find late movie music albums overall average journey best part hospitality cheerio keep good hospitality food,Positive,2018,12
great service lovely food seat comfortable lot leg room upper deck could fault great airline,Positive,2018,12
cabin crew work tirelessly thoughtfully throughout long haul flight superb service highly recommend superb service,Positive,2018,12
safe comfortable plane sleep time decent meal type choose kid meal extra delicious sia,Positive,2018,12
land everything carefully take care service provide singapore airline first class passenger phenomenal fly first class singapore separate lounge separate busy departure lounge within minute go immigration counter exclusive first class passenger immigration clear enter transit lounge access private room exclusive singapore airline first class passenger private room separate first class lounge unwind meal cook order even take shower tip fill massive meal wait point board aircraft shower food drink sq know best treat passenger inform cabin crew want meal serve no question ask cabin crew attentive need make feel special amazing experience feel like take nap simply call cabin crew fix fully flat bed get nice quality sleep foot exceptional service world class airline,Positive,2018,12
se fly ditt singapore airline often comfortable free snack perfect movie selection however seat tight small wish good feetspace selection seat wish could afford high class perfect condition long flighttime,Positive,2018,12
family travel manchester houston december singapore airline omg service amaze crew friendly n polite meal yummy top snack inbetween main meal pleasure travel singapore airline look forward return journey regular traveller experience many airline singapore airline first travel felt singapore airline airline travel know best airline congrats singapore airline n keep good job cheer singapore airline wonderful experience,Positive,2018,12
lucky enough bid seat premium economy return flight home sydney already decide could endure another leg hr economy squeeze two sleep passenger entire time unable get walk around restless leg syndrome drive crazy bid successful able choose seat pick extra leg room brilliant able get walk around felt like leg stretch right calf rest ankle support come seat watched two new movie fell asleep listen classical music food quite good champagne add bonus decide ca afford premium economy ticket would rather not fly singapore airline really know spoil customer little bit extra make worthwhile,Positive,2018,12
first ride worlds long flight close hour newark singapore distance far away south pole aircraft set pressure altitude equivalent result dryness associate long flight alleviate crew keep cabin restroom tidy inflight amenity great wifi laughably low data limit burn minute except trip flawless world long amaze painless,Positive,2018,12
nice comfortable great leg space flight entertainment also large variety movie show food good respect quality quantity nice decent hospitality fab experience,Positive,2018,12
check handle smooth expedite late seat comfortable but legroom could better great variety entertainment cabin service polite professional attentive long flight but cabin crew make u comfortable walk aisle serve beverage snack multiple time turbulence encounter but pilot come board sound system reassure u great way fly,Positive,2018,12
flight leave singapore changi airport arrive manchester exactly time side flight departs hassle free quick boarding hold luggage allowance economy plus good hand luggage allowance open hour prior departure allow free charge seat selection time krisflyer member may seat air mile credit card mixture anytime flight ticket pay issue excellent service cabin crew helpful passenger requirement menu choice main meal good plus great choice snack drink meal galley nice selection movie tv show demand plus inflight chargeable wifi need communicate outside world flight usb power point console pillow blanket also provide headphone supply foc keep end flight two pin aircraft adapter also provide foc connect personal headphone passenger transit changi singapore ticket collect per person voucher ishop terminal voucher use anywhere airport airside food shopping include duty free product also free three hour city tour passenger minimum hour stopover passenger transit changi singapore ticket flight singapore manchester huston,Positive,2018,12
tend use singapore airline trip new zealand good ariline freindly service one stop way singpore like seat arrangement neither thick soft body feel ok almost hour journey service flight always good staff helpful airline offer large selection special meal avaialabel no extra charge definitely earline choice destination another great flight singapore airline,Positive,2018,12
travel nz least year see family fly variety airline air nz air france british airway quantas but experiment no long since fly singapore airline everything go love fly via singapore stopover destination great but need stay airport lovel clean fragrant easy navigate good food even hotel book hour call transit hotel unlike travel via la don need identify luggage anything annoy like plane good recently upgrade lot fleet but even good staff enough lose earring two stewardess take minute find food lovely tell english version nice fly asian airline not eat food lovely spicy egg breakfast good curried dish noodle etc course vegetarian vegan etc cater wonderful airline,Positive,2018,12
check breeze n flight well attend great bunch friendly flight attendant even comply wife surprise request anniversary cake crew nicely furnish truly chuffed pleasurable flight,Positive,2018,12
fortunate enough experience travel every sq quality service experience top travel different destination work travel baby right teenager travel sick travel year old mom first time long distance traveler sq give u consistent professional caring service crew simply best way organize trip book board changi disembark perfect thank fir best service ever always year fly sq,Positive,2018,12
travel dec sin hkg seat seat configuration middle aisle partition surprise condition partition almost dislocate base afraid could fall panel groove little worried highlight stewardess flight supervisor come helpful offered change seat world best airline treat customer manner offer seat damage flight return flight new plane dec seat could not even get connect wifi board stewardess try assist reset several time but no avail flight supervisor not even bother come explain problem contrary advertise best board entertainment really disappointed service standard airline newly retrofit,Neutral,2018,12
great flight christchurch love every bit service top notch plane clean toilet clean regular interval long flight honeymoon arrange cake u flight sweet kind gesture food extremely good wide choice every economy class plane one old plane singapore airline boing ife good new plane hear january go change leg airbus welcome change ca wait fly great service,Positive,2018,12
always love travel sq trip take sq priority return via sq taipei sin whole journey smooth good no doubt travel sq relaxing trip,Positive,2018,12
back singapore flight impressive spacious seat although economy seat new lcd screen magazine provide side panel leisure read toilet light lead light recent visit relatives hk,Positive,2018,12
comfortable attentive great food flight entertainment good range good arrive rest hydrated overnight flight uncommon cabin could not better nothing much trouble,Positive,2018,12
best service far travel comfy seat lot leg room not enough movie board choose like breakfast order muslim food give sambal rice but return flight serve dinner good best service,Positive,2018,12
first time fly singapore airline flight crew amaze service awesome attentive food beverage delicious board entertainment also help make long journey enjoyable singapore airline indeed great way fly best flight experience,Positive,2018,12
easy online book seat selection check online also easy no wait airport no issue board except delay legs airport issue no related aircraft enjoy comfortable travel exit row seat airline staff polite courteous u time food supply along good range non alcoholic alcoholic beverage hot towel freshen meal greatly appreciate flown singapore airline previously happy repeat customer comfortable airline travel singapore,Positive,2018,12
everything perfect service food get choose meal ahead time subtle christmas decoration airbus upper deck comfortable seat lcd screen perfect long day flight fabulous flight,Positive,2018,12
actually fly singapore airline long time ago september finish cobtract cruise ship come back home connecting flight seattle long journey japan connect jakarta singapore nicely flight sleep well even hour flight taste food truly asian food good good service first time fly singapore airline want travel singapore airline well sleep long flight,Positive,2018,12
checked premium economy counter auckland report luggage lose singapore spotted luggage come without priority tag counter know service provide star alliance gold member even bother ask not provide priority luggages star alliance gold,Negative,2018,12
long flight however fairly comfortable food require improvement staff helpful friendly pilot great job consider condition fly singapore airline,Neutral,2018,12
excellent service flight plan travel helpful need change flight due family bereavement fantastic service,Positive,2018,12
take business class family perth singapore expect great experience business class but stewardess not friendly no offer kid toys amenity child luckily compensate friendly steward way experienced stewardess business class not friendly,Neutral,2018,12
say one best airline use staff immaculate lovely uniforms professional friendly aircraft clean little touch christmas decoration food option vegan good partner standard enjoy travel economy worry long flight but lot leg room thank staff singapore airline fantastic flight recommend friend family excellent,Positive,2018,12
hour flight make easy meal serve shortly many many choice movie watch flight attendant make pod bed sleep hour wake breakfast serve movie watch know hour flight breeze,Positive,2018,12
fabulous flight check board fast efficient leave time seat business class huge comfortable supply toiletry blanket pillow service second none lunch filet mignon lobster thermador wife delicious likely best flight ever outstanding,Positive,2018,12
whilst plane bit old side service excellent check relatively easy staff friendly helpful overall experience airline good,Positive,2018,12
fly singapore airline many time fact one prefer airline even economy service experience well worth premium pricing time however disappointed fly singapore airlines premium economy not first time either surprised ask repeatedly drink end get go get hour journey crew say would bring ask never come back not exactly level service would expect tier operator flight cost almost not mention attitude crew really quite rude issue but many go know not business class don usually make fuss thing but level service flight previous one singapore airline mark difference worth note level service no different would get no frill airline much low cost like way home definitely rethink fly next time quite sad really let airline great reputation disappointing service,Neutral,2018,12
service sq overrate restrict redemption flight day return flight change time redemption need call week move return leg day back tell would cost explained redemption flight use but day return apparently popular no reason could tell say new flight need pay move date but ca argue sq not customer service book new flight scoot new flight ask sq cancel return leg refund point refuse take leg call cancel return leg keep air mile cover admin cost unbelievable cabin feel remote control no touch screen tv fit side armrest panel thigh constantly hit button interrupt film cabin crew usual refuse smile avoid case ask something pay extra exit seat enough leg room westerner but recline button would lock release used call button eventually someone come cancel whilst watch movie tell land put seat upright say ca break reply predictably curt make sure upright landing always impressive,Negative,2018,12
frequent flyer really like travel singapore airline one favorites fas super friendly prepared accommodate whenever food good tasty get flight total four meal ice cream well well do sa excellent go,Positive,2018,12
good flight complaint food asian dont want noodle breakfast spicey stuff flight thanks also night flight tell night flight board travel blind way like look but great staff service pilot good flight,Positive,2018,12
strategy force pay seat,Negative,2018,12
singapore airline clear winner come flight service do cmb lax journey many time different airline vouch sia par excellence flight service wife senior wish really appreciate devotion staff maintain high standard transit arrangement perfect next flight lax foregone conclusion fine flight service,Positive,2018,12
comfortable polite smiley aircrew food quite good aircrew respond need quite immediate well do sq no doubt award airline,Positive,2018,12
although departure delay minute board quick time make flight cabin crew service usual high standard work well together book pay preferred seat advance but ask heathrow check would relinquish couple want sit together could say no surprised ask give system would show advance booking but decide show christmas spirit give seat front one book not great change but next galley therefore busy noisy upside legroom exit seat price right continue fly singapore airline high standard maintain,Positive,2018,12
husband fly singapore airline year ago whilst travel singapore one trip ever fly singapore airline travel overseas not praise enough want first class service without first class cost staff friendly service worth money highly recommend,Positive,2018,12
flew singapore airline business class singapore taipei sq product good but not late age competitor fly configuration business class sq product start show fellow star alliance carrier fly route offering superior product time deploy dreamliners route singapore airline,Positive,2018,12
good service smooth flight unlimited flow wine beer etc great food clean cabin friendly cabin crew superb announcement pilot awesome airline,Positive,2018,12
new cabin design somehow seem tighter previous diamond seat despite cabin seat snug nice mid haul flight feel companion make flight leave wide bench seat ife unbeatable usual but cost cutting measure really hit service quality request slipper eye shade go far even amenity pack come sq new cabin,Neutral,2018,12
give horrible long distance pleasant flight step premium economy worth enough extra room no one touch person front could recline but seem like get space gf good job meeting needs meal would definitely consider use singapore air pleasant flight,Positive,2018,12
lovely service great choice entertainment good seat space great u not build like twig singapore thailand holiday,Positive,2018,12
staff well trained serve passenger well airplane leg room space comfortable little thing would like comment modify food menu return flight get almost menu order food quality service,Positive,2018,12
really good but best one cleanliness good even ask man not know many star rat u fly really good,Positive,2018,12
not first time use service no doubt aircraft one best experience never fail give great experience think need post review space seat great enough inflight meal nice although experienced little bit well one inflight entertainment great offer new film cabin crew helpful would perfect aircraft also provide passenger small bottle water seat need ask water flight think experience one european flight give passenger bottle water one best aircraft experience,Positive,2018,12
excellent service way pick associate airline silk singapore onward carriage siem reap quite bit rain minor less thirty minute delay get siem reap but luggage fill form tell delivered hotel maybe next day knock door luggage courier inform entitled inconvenience pay cash spot no big deal but travel kid move next day corporate citizen take responsibility seriously put set clean jock tshirt toothbrush hand luggage excellent,Positive,2018,12
seat comfortable leg room adequate steward friendly helpful professional problem encounter meal chose unavailable sit lasr row enjoy meal give none less free singapore sling bonus singapore airlines great service,Positive,2018,12
probably comfortable economy flight take menu standard food good staff attentive come round regularly drink would certainly recommend comfortable economy,Positive,2018,12
professional staff care warm highly reccomend always fly singapore air future possible joy fly singapore air professional warm caring,Positive,2018,12
sq not like sq young but least food courtesy still well maintain cabin look tire well seat toilet struggle show shine overall safety punctuality important especially business traveler know good hand important,Positive,2018,12
urinary retention problem hour flight crew aware move business class could lie help ease pressure offload wife first arrive changi arrange see doctor medical centre care attention first class take ill flight,Positive,2018,12
staff friendly ready assist spot aircraft perfect condition seat wide comfortable tv different option watch late movie music game multilingual staff available great service,Positive,2018,12
friendly staff no problem airport check in airport travel city easy minute wait time travel,Positive,2018,12
family young kid decide visit singapore bali much deliberation opt direct flight cape town singapore hour flight big concern course kid ability manage long flight flight end breeze singapore airline look kid well modern fleet clean fresh kid enjoy entertainment singapore airline superb,Positive,2018,12
always happy singapore airline fault anything give leg room tall economy flight bite spaceless glad not awesome airline,Positive,2018,12
friend travel singapore but book separate flight connect indonesia aesha dxb airport help u lovely woman onboard staff friendly helpful even chat one air hostesses however could improve entertainment favorite part dessert flight singapore indonesia not bad breakfast however horrible know egg but nasty disappointed love egg basically eat best flight ever,Positive,2018,12
flew premium economy always satisfy great service singapore airline chair confortable service attentive friendly entertainmentsystem always update best customer experience big choice movie music series etc theonly downside become sick tuna sandwich rest food always tasteful recomended great service comfort,Positive,2018,12
travel melbourne singapore november usual find pleasant fly economy travel singapore airlines several time apart couple minor issue always enjoy great service pleasant efficient staff good food entertainment melb singapore,Positive,2018,12
sq always top choice travel especially daughter however recent flight sq disappoint book flight separately daughter unable check book reference daughter no adult register no link book reference even specify customer service unable check daughter could not request child meal problem come travel back bangkok singapore daughter look forward dinner sq could not eat dinner child meal offer spicy option beef ca take first disappointing flight sq,Positive,2018,12
book singapore airline think best but really disappointed service travel family early check flight two day prior don face difficulty board pass sent mail but shock reach airport change seat parent sit front sister infant seat behind along toddler sit last seat inconvenient never experience type behaviour whole life disappoint horrible experience,Negative,2018,12
last flown mighty airbus thanks excellent economy flight singapore airline economy entire low deck class upstairs pleasant food excellent service attentive crew long hrs flight dry cabin air negative though crew regularly offer water despite mighty toilet seem quite minimum size possible happy fly singapore airline good experience first time singapore airline excellent experience,Positive,2018,12
aircraft good though fairly old seem interior sears flight service reasonably good overall review,Neutral,2018,12
pleasure start finish flight staff attentive comfortable seat food drink serve smile fling singapore,Positive,2018,12
fantastic airline look well food excellent staff always call u system good seat comfortable arrival airport give pass lounge well arrival luggage come quickly overall impressed immaculate service,Positive,2018,12
regular singapore airline customer always impressed service comfort try choose but no new business class seat uncomfortable business class seat carrier ever fly impossible sleep sideways but even foot fit impossibly small slot whoever choose product really need hold accountable crew tell get many complaint business class passenger shock prefer product sq warn new seat worst,Neutral,2018,12
daughter board different airport but singapore rome sector together allocate different seat but cabin crew manage seat u together great sector comfortable long flight prefer fly singapore airline long flight although pay little bit comfort issue run breakfast preferred digestive problem rome sector great long distance flight,Positive,2018,12
flight london singapore adelaide perth singapore london simply brilliant service board superb lot leg room comfortable economy seat clean tidy great entertainment system anything negative say arrive london heathrow position upgrade seat but tell could not ask full no ticket not allow upgrade need look revenue issue good great service,Positive,2018,12
travel every year family sydney singapore airline service excellent film board date girl friendly flight always time seat comfortable excellent service flight,Positive,2018,12
really worth spending extra buck fly sq perth inflight entertainment impeccable totally spoilt choice system keep u entertain throughout flight spacious cabin comfortable legroom service orient staff friendly patient food beverage food wise sq use serve warm bun but seem remove add touch perhaps deliberately do keep pricing competitive alcohol still complimentary much appreciate smooth flight steady take landing thing make trip less satisfying service grind early airport return flight perth even though flight hour later sq auto check counter able check u printed bag tag board pass except daughter approach customer service counter sq tell face difficulty check without even first hear u staff direct u bag drop queue apparently ground staff handle early flight tell staff not able print daughter board pas but bag drop counter staff not check u go ahead tag luggage send luggage plane conveyor belt upon tag luggage finally realize suppose next plane apologize tell u wait luggage team help u retrieve luggage customer service staff also come u apologize personally feel lack customer care staff mechanical treatment situation show concern get thing do quickly serve customer staff fail understand situation wrong tagging could easily avoid either bother hear situation whilst sq excel provide great service air think service standard especially come customer care check play critical role overall customer satisfaction singaporean deeply concerned discrepancy standard hope could better train aspect think sq still go airline start holiday moment fly sq,Positive,2018,12
though sq fare tend high side even economy class service impeccable morning flight perth good flight generally empty comfortable quality staff good attentive appreciate fact special request meal attend quickly without fuss good service aussie adventure,Neutral,2018,12
travel wife wheel chair assistance staff helpful make u comfortable even cabin luggage cabin service great courteous helpful staff,Positive,2018,12
want silky smooth journey support quality friendly smile service clean safe comfort singapore airline choice make staff smile lot ready refreshment flight check board breeze not fly sa ticket expensive but good chosen fly sa feb experience comfort hospitality safety cloud,Positive,2018,12
despite charge premium fare not mind pay singapore airline deploy old aircraft singapore kolkata singapore sector past year travel every month sector year feel shortchanged sq not realise moment another airline start regular service sector lose many premium passenger like pps solitaire passenger decade sad sq serve sector many year aircraft retire long time back say sq still best airline world old aircraft singapore kolkata sector,Neutral,2018,12
travel honkong last summer singapore airline flight via singapore even though long flight but family give best service dint realize time flew kid give toy play flight service amaze recommend everyone fly fly singapore airlines future also trip hongkong,Positive,2018,12
extra legroom compare carrier give comfort quality service food entertainment impressive baggage weight allowance remove headache pack first time fly sa thoroughly recommend good number staff heathrow help great changi airport breeze plane change note screen gate reassuring quality legroom baggage allowance,Positive,2018,12
dated business clas cabin little cramped limit cabin service good connecting flightthrough chinese airport could get ticket arrival upon arrival abandon sa oh flight different terminal check open couple sa flight really surprise disappointed offering not one expect singapore airline old dated business class abandon connect airport,Negative,2018,12
wonderful experience always fly europe bali twice every year long rout feel fly singapore airline everything excellent comfortable pleasant especially cabin crew amaze,Positive,2018,12
comfortable classy airline gracious hostess good food altho stop singapore large airplane airline hour long trip but well look fly singapore airline since phuket also good comfortable classy,Positive,2018,12
fly singapore airline koh samui sydney find good compare airline fly personnel professional friendly courteous make sure comfortable flight would definitely recommend airline passenger travel infant kid go way make journey comfortable friendly people fly,Positive,2018,12
usually take malaysian thai airway but time decide go singapore airline check business class must day love decision bestest seat ever sit impressed even melbourne take stopover singapore get business class seat keep good work sq best seat ever,Positive,2018,12
excellent customer service moment check moment leave plane son not book flight time minor change sit together get know always arrange minor sit alone close people plane nice thoughtful arrangement food snack good even economy class no wonder no airline best airline ever,Positive,2018,12
first leg trip london heathrow changi singapore long hour flight but everything fine food good offer free wine drink meal snack drink also available free charge throughout flight flight attendant courteous friendly make u feel welcome would like premium economy seat look wide comfortable but even though economy cramp airline seat back video screen offer lot different entertainment movie tv music game keep people occupied whole pleasant flight singapore airline,Positive,2018,12
cooperative staff ready help miss flight due traffic cooperate arrange seat next available flight without hassle always prefer travel via singapore airline like staff service,Positive,2018,12
first time fly premium economy singapore airline good price flight excellent service check priority desk generous baggage allowance order book cook meal service enjoy good thai green curry first meal however breakfast serve still frozen return reheat but still ice cold flight attendant apologetic offer alternative economy trolley although crew attentive friendly not feel extra cost pe give good experience apart extra legroom slightly wide seat qantas pe opinion much superior offer exclusive service business class reach premium economy,Positive,2018,12
plane new seat comfortable upon entry plane get new ear phone not recycle monitor front responsive easy use flight crew accommodate anytime flight accommodate request food serve delicious choice drink far best flight experience,Positive,2018,12
rate airline crew attentive request legroom good even book economy class check efficient fare price expensive good book sale feedback flight singapore airline,Positive,2018,12
bad experience domestic carrier but make day nice hospitality flight service quite prompt generous awesome,Positive,2018,12
comfortable seat ample legroom good meal helpful smartly dress cabin staff highly recommended airline good airline,Positive,2018,12
good experience felt relax althought flight take tranfer changiairport give toys son give food seperate menu child care customer sock night warm towel etc good flight,Positive,2018,12
service ok craft old entertainment system old no sharpness return back singapore cover compartment break food ok service good people tell turkish airline route much good good flight but old aircraft old entertainment system,Positive,2018,12
like service clean everytime want go travel especially long distance place always want use sq economy class still comfortable airline also try business class sooo perfeecctttt space chair comfortable service nice,Positive,2018,12
friendly cabin crew good range flight entertainment little news content caters well people free requirement singa rich,Positive,2018,12
travelled year europe extend vacation family travel australia europe many time work holiday fly previously qantas virgin unite big mistake emirate singapore happy singapore previously but also felt singapore would best stopover destination happy flight good legroom compare competition good entertainment option see win many award thing need improve food think poor compare airline like qantas take food return journey flight european vacation,Positive,2018,12
disappointed vegetarian meal serve tasteless lacked freshness expect well fly premium economy premium economy singapore air lack airline not bit disappointing,Neutral,2018,12
always friendly neat clean seat great nothing much staff book easy fluid excellence,Positive,2018,12
travel family economy compare airline like ba etihad emirate qatar singapore airline seat lot leg room amaze generous food though economy travel hour flight still felt like premier economy lot gifts child make one best value money best world seat service,Positive,2018,12
could not fault service cleanliness everything overall excellent food not really exciting hour flight relatively unimportant good,Positive,2018,12
aircraft fly schedule food overall cabin crew service impressive include halal food ticket but ask tried serve best arrange extra food otherwise might not able complete journey safely impressive,Positive,2018,12
run airline like country quietly efficient quick boarding seamless overhead locker large new aircraft tend serve delicious meal passenger experience discomfort cabin pressure alert pilot gradual exercise found seat comfortable roomy great selection entertainment warmth world class,Positive,2018,12
no doubt one best not best airline food good except bun bit hard keep food work best airline,Positive,2018,12
great flight lovely cabin crew come round regular interval warm flannel give everyone small bag contain mini toothbrush paste pair flight sock food good onboard entertainment back seat front keep entertain whole flight difficullty sleep flight meal service cabin crew come round time offer selection roll snack nice excellent flight great flight singapore,Positive,2018,12
long haul flight singapore airline pleasant stop changi head brisbane love fact long stop avail tour around singapore airport no trouble check board also give passenger amenity pouch complaint food bit bland but overall pleasant experience great service amenity,Positive,2018,12
departure arrival comfortable seat good leg room nice food importantly courteous service best airline,Positive,2018,12
travel recently mumbai singapore back sq service aircraft food check boarding baggage collection everything smooth totally first class really earned place best airline world vote really best airline world,Positive,2018,12
wife favourite airline never worry anything fly singapore airline know everything would perfect time wife fly singapore flew chennai worry fact minute catch connect flight not make flight but luggage well wife go terminal terminal punctual efficient clean friendly,Positive,2018,12
crew amaze eventually plan long layover go sight see singapore airport offer free tour use train connected airport go quick peek famous spot place offer definitely back longer period fantastic layover service,Positive,2018,12
impressed attitude nd service aircrews fly polite oblige crew review aircrew staff,Positive,2018,12
long awaited trip uk see young son bit countryside thrown smooth journey perth changi changi heathrow well service either ba garuda like would definitely fly journey uk see family,Positive,2018,12
travel many airline however never singapore first experience say impressed courtesy care nature airline staff food excellent would love travel airline homely care,Positive,2018,12
travel south africa bali duration flight singapore bali slight flight delay experience due bad weather but captain make air plane old compare qatar emirates airline therefore leg room less economy class movie screen small plus onboard wifi available stable good hour flight but rather expensive service airhostess excellent friendly always willing help downside wake sleep time eat would much prefer sleep eat ready overall good experience,Positive,2018,12
