year,month,processed_full_review,sentiment
2023,6,singapor airlin covid covid complet differ servic tri check melbourn auto check work staff tri fix machin unfriendli lit famili passeng look help horribl servic post covid,Negative
2023,7,wonder experi singapor airlin travel sydney istanbul return back australia great experi singapor airlin team two young toddler challeng entertain crew happi,Positive
2023,5,writer often travel kangaroo rout occasion region flight south east asia mostli busi reason year sq leagu realli delici inflight meal innov entertain system let not no longer fli singapor airlin,Negative
2023,8,phenomenon servic understat airlin taken mani trip mani differ airlin part decad but singapor airlin definit give differ perspect airlin airlin servic attent attent phenomen servic understat,Positive
2023,8,busi class locat upper deck seat greet ism senior purser take standard greet noth much configur but like fact leg test side basic lower good but not great,Positive
2023,8,singapor airlin neglect confirm seat partner airlin miss flight gate agent would let board abl make secur check bag call singapor airlin support resolv told singapor airlin scam,Negative
2023,8,great servic crew henri team awesom friendli smile food seat great highli recommend awesom servic crew,Positive
2023,7,origin book flight singapor airlin mother law fli melbourn frankfurt sever hour departur singapor frankfurt flight got cancel spent coupl hour phone talk lufthansa lack custom support organis,Negative
2023,8,excel servic start finish help friendli staff left time actual earli flight great transfer servic excel,Positive
2023,7,lost luggag way thailand understand happen what not accept pass sub carrier sub carrier insur ignor email get mail everi week singapor airlin offer krisflyer singapor airlin disappoint ignor email,Negative
2023,8,brilliant read review start rais eyebrow but absolut fantast noth problem special mention hostess ca rememb name exactli malaysian love fantast,Positive
2023,5,flown mani busi class airlin time but never sa not busi loung poorest class ever seen but actual aircraft tire old busi class seat stick stewardess nearli injur fli singapor airlin,Negative
2023,6,need use accru point expir not abl travel last covid process tri get flight manual call speak associ reli associ verbal relay tediou manual process redempt ticket,Negative
2023,7,use sq hong kong singapor transit sq singapor cgk intern airport indonesia use best airlin first delay hour hong kong airport no air condit mid summer avoid use singapor airlin transit changi,Negative
2023,7,look forward flight singapor airlin last month book busi class ticket onlin departur sydney cancel fee unfortun wife suddenli diagnos major ill cancel excel custom servic,Positive
2023,8,servic excel impress see singapor airlin continu one favourit airlin travel meal excel inflight entertain excel cleanli washroom perfect flight still best airlin,Positive
2023,5,worst experi singapor airlin book flight januari go south africa visit famili everyth good husband accid major surgeri day flight therefor medic imposs word custom servic,Negative
2023,8,disappoint sq ground servic accid left water bottl sq seat number august report case directli onlin case number sever attempt contact sq custom servic today august dissapoint servic,Negative
2023,8,definit not best airlin would consid anywher top class absolut worst experi one could imagin toilet disgust dirti staff unpleas not friendli seat basic top not fli singapor airlin,Negative
2023,8,lousi help desk termin flew brisban went connect help desk could even tell termin land termin connect flight busi class even choic food vegetarian us singapoor ye poor airlin,Negative
2023,8,expect better singapor airlin but premium economi noth besid bigger seat food ok no amen kit not great select entertain poor passeng front seat reclin overal not worth meh,Negative
2023,8,experi airlin unmatch trip staff attent love economi plenti room feel need upgrad felt airlin experi wonder could recommend enough economi premium,Positive
2023,8,everi time fli singapor airlin experi excel qualiti servic food entertain system cleanli experi make best airlin world best airlin world,Positive
2023,8,use carrier sever trip three last four flight inflight entertain broken food averag offer voucher entertain stuff but seven hour flight children nois cancel would singapor air declin,Negative
2023,8,firstli staff plane fantast help no complaint complaint come compani use luxuri airlin fli gone way british airway becom disappoint no shadow former self,Negative
2023,7,wonder experi singapor airlin although steward work hard keep rest passeng happi noth face well done singapor airlin,Positive
2023,7,previou experi three week earlier littl bit disappoint howev two excel flight time juli juli crew juli except ifm geradin lss jane fss gift two excel flight time,Positive
2023,7,flew singapor airlin fmaili member total adult kid time sit economi class expect usual great servic smile courtesi reason food but rather disappoint compar review read good but not great,Negative
2023,7,disappoint never use economi class use sustain excus cut servic like amen pouch give ask rather provid seat like airlin food averag disappoint premium economi,Negative
2023,6,upgrad busi class due miss connect prove sq favourit airlin special treatment much apprici upgrad busi class,Positive
2023,7,perfect experi favourit aircraft someth could said mayb not like style interior design sa might becom bit therebi date but visual thing let not discuss right top,Positive
2023,7,vegetarian pl avoid singapor airlin starv emir like airlin understand better get food envi non veg eater plu staff mouth hygein bad disappoint,Positive
2023,7,airlin win award aspect servic beyond flight delay bag lost complet incompet custom servic track pizza deliveri last km but singapor airlin not tract bag choic don book don book flight bali singapor airlin,Negative
2023,7,flight reschedul week ago left us hour transit frankfurt yee yang abli support senior aminah kyi everyth could make sure could make connect includ request munich transfer great custom servic,Positive
2023,7,flight delay made us wait plane hour time min hour wherein no light air condition insid plane made us embark plane gave us food stamp thing anoth dissappoint experi,Negative
2023,7,travel singapor airlin worst experi travel histori never experi uncomfort busi class seat bed hard travel develop pain back no space straight leg one sleep angl horribl experi busi class,Negative
2023,5,horrif deal singapor airlin check manag changi airport firstli wife regist disabl wife book extra legroom seat wife disabl return singapor singapor airlin worst airlin ever,Negative
2023,3,flew sydney penang singapor airlin easi see keep win mani award easi check via autom kiosk system board simpl flight flight great staff help friendli singapor airlin tick box,Positive
2023,1,check charg suppos charg x amount end charg extra aud email sia credit differ but month email investig problem said bank fault contact bank repli within overcharg poor custom servic disappoint,Negative
2023,7,juli board flight delhi singapor told seat busi class seat power not work mean seat function like reclin lie flat seat usb power seat control noth would work seat power reclin lie flat entir busi class not work flight entir flight not work,Neutral
2023,1,disappoint experi contact singapor airlin custom call centr contact regard concern relat flight call chang flight date month advanc constant background nois make sq contact centr terribl,Negative
2023,4,recent disappoint encount singapor airlin contact center left dissatisfi intent seek assist regard flight book issu but experi impair faulti equip commun system end bad commun system,Negative
2023,7,girlfriend coeliac need gluten free meal also vegetarian unfortun singapor airlin not cater gluten free meal also vegetarian also unabl give us complet list indgredi meal no way cater meal gluten free vegetarian,Negative
2023,6,book return busi class flight europ flexibl ticket necessari us chang sydney pari leg sydney istanbul later date ticket condit state book chang fee complimentari fare differ may appli ca singapor airlin act good faith alter book complimentari no penalti mean,Negative
2023,4,unfortun one worst experi airlin ever singapor airlin consist deliv inaccur inform passeng mine partner experi point blank lie face check flight incred poor custom servic team,Negative
2023,7,credit given credit due singapor airlin never ceas impress flight arriv wonder changi airport super crew board ought run train cours airlin nobodi match world leader servic qualiti alway,Positive
2023,6,sq go airlin regular travel australia europ leg flew airbu year old fulli book row e f middl seat alway good choic let one person need go wc sq fine job alway,Positive
2023,6,journey good thr think disappoint staff check say get bassinet chair infant month us but enter flight got seat middl close window point trust bassinet chair request infant,Negative
2023,7,apart bit space premium economi experi poor blanket came seal bag creas look never launder small amen kit came came bag look crinkl use premium economi need improv,Negative
2023,6,worst fli experi ever start chaotic uncontrol board changi airport absolut no check ticket seat board like stamped flight delay around half hour worst fli experi,Negative
2023,7,one book person book book number return ticket cebu amsterdam flight januari chang land singapor leav but imposs flight land take worst book ever,Negative
2023,6,flew june back juli famili flight depart arriv schedul seat comfort servic excel food pretti good would definit recommend impress economi servic,Positive
2023,6,mel sing no chicken meal way back happen could offer fish sing mel flight no drink serv back five row no chicken meal,Neutral
2022,12,frequent flyer sia rout but time experienc sia servic qualiti degrad substanti especi food qualiti quantiti substanti downgrad unlik airlin found sia stop downgrad sia servic higher cost,Neutral
2023,7,expect airlin alway high review reflect high expect vs realiti experienc recent flight pro cabin crew highli motiv upbeat excel ambassador sia con aircraft airlin not exactli,Neutral
2023,5,singapor airlin alway favourit servic food post covid still good servic but food unaccept terribl no tast like eat lost thing get better return give servic good food rubbish,Neutral
2023,2,well start wife travel children old per lax return mid feb ye know took littl one busi but part good kid notabl year old slug almost love singapor airlin broken flight,Negative
2023,5,flight singapor johannesburg good servic flight attend howev last leg jnb cape town male femal flight attend abrupt even rude especi wife sit seat not care jnb cpt leg flight bad servic,Neutral
2023,3,steward onboard flight singapor london not offer water fluid throughout whole flight consid poor servic offer meal but not time poor inflight servic not expect singapor airlin,Negative
2023,2,must one worst airlin would recommend potenti passeng reconsid consid altern airlin worst air line,Negative
2023,7,sq feel like star airlin fli first busi class but economi premium economi not case recent premium economi flight sin sfo remind sq continu fall behind mani competitor premium economi economi premium food need upgrad overal,Negative
2023,7,sq experi great but food somehow never fulli satisfactori pre book indian veg food hanoi singapor food poor tast qualiti present quantiti unfortun no one abl address issu bean poriy great except lunch indian veg terribl,Positive
2022,11,make chang trip agent phone gave quot amount expect back payment came credit card full quot amount call everi singl week last month get full refund wait month count full refund cancel,Negative
2023,6,singapor airlin alway high standard seem odd would feel need trip advis review but two wonder ladi part cabin crew feel need mention name tan chai ming anisah ahmad great peopl make great servic,Positive
2023,5,use think singapor airlin worth price differ but get harder harder justifi mile redempt increasingli difficult tri upgrad flight pretti much call custom servic hear well ye flight not worth premium anymor,Negative
2023,6,singapor airlin tri hard best airlin world probabl appli first class first inflight meal economi class terribl tri reclaim mile flight sfo yvr book flight best airlin first class,Neutral
2023,5,travel singapor airlin husband almost two year old twin daughter brisban munich leav australia call custom servic request meal made dairi free includ two year old daughter inform no food children even multipl request,Negative
2023,6,airlin occasion lose luggag annoy but happen respons lose luggag truli show good airlin coron servic unfortun friend mine singapor airlin fail dismal singapor airlin lost found lost baggag but wo deliveri worst servic ever,Negative
2023,6,bag arriv day not give penni tri enter right book ref not accept no way no claim delay bag,Negative
2023,6,great time singapor airlin crew provid awesom servic flight especi red wine back flight soon mani thank mr mr chaipakde flight june,Positive
2023,6,score less terribl current travel lost bag not put plane sent narita montreal instead singapor no updat past day call custom servic lost baggag everi day still find someon sia disappoint sia,Negative
2023,6,realli need pee but refus let piss thirti minut land yet barricad toilet gave side eye everi time much stood slightli terribl almost consid actual piss terribl experi,Negative
2023,5,flew singapor airlin us india precis chennai san francisco back flight chang way changi airport done preliminari research airlin but one higher custom comfort versu minimum discomfort,Positive
2023,5,paid extra get forward seat section economi premium economi empti row behind put seat seat front put make face pretti close head rest lower back unpleas passeng,Positive
2023,3,travel london melbourn auckland back london busi class servic impecc food drink servic superb night staff check see need anyth awak surpris find great servic but not comfort,Neutral
2023,6,best servic best plane best food could not fault anyth impecc thank would highli recommend brilliant singapor airlin,Positive
2023,6,review return journey flew brisban singapor rout region aircraft singapor london rout region aircraft comfort sit lie not comfort sit highest standard,Positive
2023,3,sometim late march flew sydney jakarta via singapor flight sometim around midday alreadi sit plane noon somehow lunch serv pm ask lunch late one air flight sydney spore lunch pm sydney time,Negative
2023,6,not sure hype airlin littl bit better thai airway averag journey,Neutral
2023,6,excel flight singapor airlin chat stewardess mention wed anniversari came surpris us cake card champagn littl gift bag shock love servic,Positive
2023,5,servic impecc wife hurt knee not long flew found walk distanc difficult even reach desk sia offer get assist carri right plane door squad great servic not great comfort,Positive
2022,7,worst airlin world even wors ryanair bought extra leg room seat parent but check said old allow sit even get dollar refund dumb airlin,Negative
2023,6,food select singapor airlin declin much eastern food noodl etc not favorit food use top travel singapor airlin time alway enjoy food much not food select chang,Neutral
2023,6,paid premium economi updat not worth headrest seat broken would go footrest seat design short peopl useless uncomfort someon tall footrest spring would support leg anyway uncomfort bother premium economi poor experi not worth money,Neutral
2023,6,famili flew jakarta indonesia mumbai india plane predomin full indian flight mumbai singaporean staff curt indian plane seem think superior passeng clear racist staff,Negative
2023,6,use big fan airlin till screw one time mani sure actual servic flight great but lead anyth but websit slow custom servic repres not respond email peopl disappoint,Negative
2023,2,usual fli sq collect mile pp but sinc imposs redeem ticket point not chanc point spend money sq qatar airway emir cheaper excel servic not wast money sq flight use airlin,Negative
2023,6,singapor becom no frill al not fan write bad review alway rate singapor air number one no longer definit budget airlin premium tariff servic still love but don bother fork busi budget air,Negative
2023,6,flight got period toilet amen draw abl utilis blood jean obviou staff flight gave dress put proceed clean blood staff went help,Positive
2023,6,tri book ho chi minh flight june mix mile card didnt go tri june increas still didnt go spent hour work hour call repres fulli explain poor custom servic terribl websit,Negative
2023,5,arriv june got luggag next day june around pm also luggag bad condit handl broken not push way not use anymor singapor airlin respons anyth luggag,Negative
2023,5,premium economi ticket sold finnair syd bud return howev system warn no premium economi experi even worst plain economi finnair seat no choic finnair ticket codeshar premium ticket wo work,Negative
2023,4,check gate staff plane everyth superb servic absolut top notch thankyou airlin first time busi wow,Positive
2023,3,return flight dhaka adelaid found two option book one two segment flight dac sin adl cost no extra but layov changi option three segment flight dac sin mel adl no layov singapor but cost trap book page,Negative
2023,6,book flight hurri assum premium airlin would offer standard cancel polici without penalti unfortun not case book flight vietnam singapor three hour later appoint cancel becar cancel polici,Negative
2023,6,greet name enter cabin realis qualiti servic comfort food drink option met expect good intern carrier but level servic previous encount perfect servic,Positive
2023,6,great checkin servic earli loung averag busi class compar singapor loung flight comfort howev pod quit restrict larg peopl sleep stretch leg work lay flat southern itali adventur,Positive
2023,6,effici time top line aircraft great seat amen friendli staff definit one better airlin fli fare bit high though still worth effici singapor airlin,Positive
2023,5,air hostess name gift amaz servic superb jain consum much food offer mani thing not also work bring biscuit natur soo cool calm appreci ye best servic,Positive
2022,12,book via pricelin prem economi servic receiv economi ladi paid economi fare better seat seat back overr airlin star allianc gold thing good loung tri eva air got prem economi much better mislead,Negative
2023,5,not flown singapor airlin year disappoint food absolut aw could not even tell suppos chicken came littl box tast like rubber staff seem like effort not one disappoint,Neutral
2023,6,sister partner book flight famili holiday month trip could flight get window seat alway prefer book busi sister book premium economi flight went via singpaor one never,Negative
2023,5,paid prem econ long flight left nz airnz pem econ realli enjoy experi howev singapor airlin prem econ basic economi larger seat sadli lack number area air nz provid separ premium economi sadli lack,Neutral
2023,6,hour flight fed twice breakfast take supper land no snack brought round except water food nice come otherwis love staff pretti standard cabin leg space film choic etc singapor airport pricey love staff but take food,Neutral
2022,7,pre covid suit superb crew attent but discreet regular class travel wife would not dream fli anyon els flight auckland changi ok privat room bonu wait next flight pre covid best post covid expens mistak,Negative
2023,6,terribl experi singapor airlin cancel flight land flight could get destin time left us strand singapor airport full night no altern arrang worst airlin servic univers,Negative
2023,5,troubl right free onlin hour check phase select seat reject rang eventu spoke someon told would pay make seat select alreadi made select would not accept dishonest incompet,Negative
2022,12,constant disappoint sq late food extrem bad fell sick last short flight hk custom servic benefit krisflyer member mediocr websit constantli fail not sure money charg caus not worth price,Negative
2023,6,book sept fli pari return melbourn rome need chang first leg melbourn pari via singapor date via call centr took approx hour chang date first person could difficult chang flight date phone,Negative
2023,5,first leg code share flight dublin cancel last minut frankfurt got email short time later singapor airlin say book emir night retriev luggag anoth termin wait emir flight dublin brisban,Negative
2023,5,return flight europ plane comfort staff help cabin clean good experi downsid food would good airlin serv heavi meal odd time perhap fresher option would appropri smooth flight,Positive
2023,4,flew australia via singapor airport milan flight comfort cabin clean staff help slight disappoint realli like option comfort long distanc flight,Positive
2023,5,wheelchair person made wait till last board no overhead space carryon bag airbu coach seat close ca lower tray limit toilet long wait toilet poor handel disabl peopl make wait till last coach seat airbu close ca lower tray w,Negative
2023,5,flown europ twenti year time flew singapor airlin inflight servic flew europ back singapor airlin may found inflight servic almost no exist food averag not much singapor airlin chang worst,Negative
2023,3,recent travel singapor airlin trip jfk bali indonesia march reserv number avid travel feel compel share experi order provid accur account time airlin begin worst airlin ever custom servic airport singapor,Negative
2023,5,use amaz impress sq flew phuket singapor last week total disappoint plane small entertain screen food serv paper box thing good servic premium price budget flight singapor airlin,Negative
2023,5,purchas round world fare star allianc disappoint seat level servic singapor airlin provid given paid doubl economi fate suppli hardli better economi disappoint,Negative
2023,4,four flight brisban singapor phuket return absolut dread experi still ptsd final flight firstli food tray economi not mess sit low seat front open sit no star option,Negative
2023,4,book return ticket famili due daughter turn infant child stage book seper ticket departur trv syd via singapor call custom servic book ticket extra got terribl book experi ever,Negative
2022,6,unprofession travel agenc deal chang book date without inform good luck follow custom servic bunch non compet peopl not know go chanc deal that stay away,Negative
2023,5,flown mani time singapor airlin last year extrem happi but not anymor flew brisban ho chi min singapor back brisban may seat extrem uncomfort jam unabl reclin seat poor,Negative
2023,5,complet flight newark intern airport singapor travel state singapor mani time but previous flown via unit newark san francisco sfo singapor decid tri nonstop flight singapor air not overr,Positive
2023,5,slow poor custom servic singapor airlin flew johannesburg bangkok upon arriv notic luggag damag bottom bag broken wheel broke immedi contact singapor airlin damag luggag,Negative
2023,5,singapor airlin alway prefer oversea airlin base qualiti servic especi food quantiti travel melbourn phuket via singapor flight not enjoy food serv flight base happen one best airlin,Neutral
2023,5,book paid month advanc could get seat want extra legroom seat even though aircraft type not chang singapor airlin move seat without permiss would bet good money greed move good seat bad one,Negative
2023,5,fli lax singapor busi class flight dq may not see servic attend first hour dinner serv no menu choic given tray never saw attend woken physician,Negative
2023,3,first flight sq perth singapor disappoint singapor loung perth airport extrem small quit dark flight nice comfort meal chicken macadamia nut crust disappoint disappoint,Negative
2023,5,fli tokyo london actual took four flight may lot love singapor airlin but realli depend upon sit first flight tokyo singapor lucki book bulkhead seat comfort good bad,Neutral
2022,6,see review singapor airlin not use term custom servic commun atroci tri get refund year sinc march chang flight said not use singapor airlin poor commun tri get unus flight year,Negative
2023,5,hardli surpris singapor airlin rank highli world servic food wine absolut top first time flown sure great srvice,Positive
2023,5,flew singapor air first time not long covid impress everyth seat comfort food movi servic last flight total disappoint not mani movi food disgust code share flight could even realli fall,Negative
2023,5,use fli sq rout often prior pandem but everi aspect flight qualiti level drop significantli pandem not ask economi class but upset see economi class standard no longer sigh,Neutral
2023,4,book onlin abl select seat flight stop singapor one night night leav easi check onlin arriv airport quick easi drop luggag get,Positive
2023,5,arriv bangkok airport transit singapor airport got plane singapor get back plane go bangkok arriv bangkok greet someon hold sign name inform us lost bag even though flew plane flight,Negative
2023,5,flown singapor airlin mani time trip found servic especi meal servic averag cabin clean seat uncomfort leg room new plane appear got smaller not good choic food standard slip airlin,Neutral
2023,3,wife flew singapor airlin economi return singapor perth seat comfort albeit littl cramp economi seat tend food good although littl difficult eat rel small space entertain reason economi flight but bewar charg,Positive
2023,5,thought hey let book star airlin honeymoon boy wrong ca even make book wait confirm receiv noth call bank confirm money sent call airlin multipl occas tell not book airlin,Negative
2023,4,fli singapor air istanbul singapor surabaya back istanbul fabul particularli profession approach care zulfiy kele singapor organ detail special son wheelchair singapor air best special care children,Positive
2023,5,short flight servic great food tasti glass wine hit mark much better previou flight singapor much improv,Positive
2023,5,board time flight pretti full good movi seat comfort okay but food terribl tasteless breakfast no salt pepper season anyth yuck bad food,Neutral
2023,5,travel singapor airlin first time famili love overal experi food good took surpris yet tast good food seat expect economi leg space realli good staff great experi,Positive
2023,5,return bali return singapor singapor airlin disappoint unaccept flew premium economi seat comfort but person front reclin seat bad economi need poor count,Negative
2023,5,gener aircraft gave impress old tire seat uncomfort soggi seat reclin not work seat hight not suffici not avail premium economi passeng travel qanta time economi recent tire aircraft poor,Negative
2023,4,first trip pandem littl disappoint aircraft good but busi seat poor compar competitor appar seat shorter haul journey skinni tight fit feet singapor airlin second class,Positive
2023,4,option no star would select singapor airlin bangalor india singapor set depart delay hour flight reach singapor due connect flight perth set depart world best airlin must joke,Negative
2023,5,terribl flight tini busi class bed no horribl pillow terribl cover zthat crumpl shabbi left midnight offer food woken offer food but get cup coffe don use airlin,Negative
2022,6,understand airlin lose suitcas don understand airlin not system place track lost bag commun custom close case respect manner bag never show let tri explain singapor airlin lost bag also lost custom,Negative
2023,5,start sq drop standard come meal drink onboard amen kit one meal hour flight sin syd no amen kit overnight flight get dinner meal get no breakfast no tea singapor sydney singapor airlin economi class,Neutral
2023,4,vietnam singapor provid decent tast meal consist good servic singapor manchest entir differ experi aw food not great servic say chose carrot cake option noth good food versu bad food,Positive
2023,2,fli time singapor economi class decid splurg tri busi class but disappoint one main reason rememb slogan singapor airlin use girl great way fli one rare disappoint,Neutral
2023,4,airbu older model no touch screen no automat seat adjust worst diagon sleep arrang absolut uncomfort squash fortun great servic food made trip bearabl use new airbu use older airbu singapor cape town,Neutral
2023,5,use singapor airlin mani time fli direct adelaid flight fine even though food truli aw return flight bag transfer connect flight vientian flight back adelaid made not use,Negative
2023,5,wow first flight singapor airlin post pandem nearli unrecognis new aircraft much cramp seat food nearli ined inflight entertain system not work crew remain attent tri best resolv sq reput not surviv pandem,Negative
2023,4,travel back new zealand flight exit row seat economi probabl seem good book but enjoy space seat seat seat seem wide enough abil get straight stand great but seem standard area drop,Neutral
2023,5,lie bed listen thunderstorm langkawi mind wander back disappoint first singapor airlin flight travel e asia fair bit but usual sa expens take cheap flight pay bulkhead seat etc disappoint,Negative
2023,4,amaz flight sydney singapor singapor airlin wide bodi airlin eas check board fantast board flight crew flight could not better meal servic good well drink select seat sydney singapor fantast flight,Positive
2023,5,love singapor airlin crew best busi class seat howev worst no room directli front small footwel side result realli cramp lie flat experi could design think,Negative
2022,11,trip usa sfo choos singapor airlin novemb travel agent chennai sanfrancisco economi class flight number sq sq journey beyond expect seat space suffici pleasant journey singapor airlin usa,Positive
2023,3,flew singapor hyderabad flight comfort servic great not first flight alway singapor great servic time profession great servic,Positive
2023,4,chang flight without proper notif ask possibl solut extrem rude refus take respons horribl deal even ask speak supervisor guy simpli said rudest custom servic ever experienc,Negative
2023,4,disappoint experi consid hype around sq soft hard product busi firstli let say silverkri loung changi excel highlight flight normal loung teaser disappoint,Neutral
2023,4,look forward travel first time singapor airlin heard good thing let delay time ined food broken seat crappi inflight entertain list goe don even mention trip come back guy suck never singapor airlin suck,Negative
2023,2,premium economi choic qanta singapor air easi qf win hand took flight australia spain sq would not wast money pe busi class futur mediocr best treat better economi sq happen sq,Neutral
2023,4,three suitcas left singapor two day refus pay compens cloth purchas non resid australia refus compens delay baggag,Negative
2022,11,segment sq comfort seat friendli crew great entertain system order tasti tasti suffici transit sin surprisingli bit chaotic but crowd overwhelm still great airlin,Positive
2023,4,flight april definit downgrad sinc covid use get flight pack hot towel offer drink even left ground zilch much fewer flight attend practic run tri get everyon meal downgrad airlin servic,Neutral
2022,6,bad experi connect flight board pass australia left us airport secur lazi spoil surpris attend sister marriag hate realli never recommend horribl,Negative
2023,3,singapor airlin name paper see servic spend one side nz trv via singapor horribl experi travel initi request add fragil sticker one check bag staff forgot add,Negative
2023,4,singapor airlin alway evok sens safeti comfort alway enjoy flight care usual book famili singapor economi vacat nz right board sq singapor auckland two disappoint deterior servic standard,Neutral
2023,3,use sinapor airlin economi class past happi servic food year book fli melbourn manchest expect good first indic thing chang occur not long book poor servic aw food use good happen,Negative
2023,3,singapor airlin aircraft fit two cabin busi class seat economi class seat seat busi class split two section seat forward cabin larger cabin seat smaller excel flight singapor airlin medium haul busi class product,Positive
2023,3,flew singapor airlin flight economi class cabin segreg two section seat forward cabin aft cabin singapor airlin use three colour brown grey turquois economi class great servic short flight,Positive
2022,10,book return flight europ juli octob krisflyer member start year receiv text messag sq say return flught no explan given final reach singl passeng offload due overbook,Negative
2023,4,first flight sq year due covid realli disappoint food tast bad no fruit breakfast not serv either also no toy game provid children anymor standard sia maintain poor servic,Neutral
2023,4,expect type servic given singapor airlin noisi crew member no dinner serv includ glass water no one bother ask disappoint poor servic,Negative
2023,4,singapor airlin revert budget airlin experi could pack seat economi tri food aw serv mcdonald type box made fli unpleas larg screen but mine not work unpleas singaporeairlin crowd seat tight poor qualiti food serv bigmac type box,Negative
2023,4,travel back kuala lumpur london juli want chang feeder flight kuala lumpur singapor slightli earlier one first told no seat avail flight day blatantli untru custom servic gone massiv downhil,Negative
2023,4,flight delhi singapor check flight ok but stop unprofession servic give rude stewardess despit pre oder special meal told left order onlin compar poor servic,Negative
2023,4,ground staff member extrem rude misbehav us yesterday changi airport around pm gate name shiva shivam like south asian descent kept make rude gestur parent senior citizen harras ground staff changi airport,Negative
2023,4,sq wait long food chanc told one wish no longer avail unprofession cabin crew blame supplier unprofession cabin chief offer left busi class felt insult no offici apolog bad servic,Negative
2023,4,book famili trip uk australia via singapor premium economi almost year advanc chose flight due time flight length stopov price prior fli airlin chang flight differ occas chang substanti don believ get book,Negative
2023,3,good comfort except servic serv profession sq crew onboard food qualiti not bad but sleep bed flight nice enjoy seat window enjoy singapor sling lamb chop mee siam ok but need improv outstand servic,Positive
2022,12,singapor airlin use great but standard slip economi seat uncomfort budget airlin scoot far superior respect flight often late no one seem care price absurd plane cattl class seat realli uncomfort,Neutral
2023,3,crowd but effici flight cattl class ever much fun but sa pretti reason servic flight,Neutral
2023,2,even though airbu board disembark pretti effici alway boon seat legroom pretti good economi but feel lotteri get seat us not sure thank good free seat,Positive
2023,4,phenomen immacul onboard servic provid ifm paul tan ls jamal fss anchakoran hour flight crew made enjoy graciou demeanour excel servic,Positive
2023,3,travel first class singapor london absolut pleasur amaz board servic ever even use point whilst travel work save hard round honeymoon wife walk man whilst sleep,Negative
2022,10,disappoint lack custom seevic around issu flight includ substanti delay check problem lost baggag ignor repeat attempt engag issu would not recommend fli given inabl delay flight long check queue lost baggag don respond repeat attempt contact around issu,Negative
2023,4,imagin pay fine meal restaur perfectli cook steak fine wine string band quietli play classic music dessert pastri vend machin felt six seven leg excel except scoot leg trip,Positive
2023,3,craft seri realli fine craft realli less nois great leg space seat comfort ife one wonder expereinc,Positive
2023,3,flew sq almost year excit thin good happi see new refurbish found seat upper deck uncomfort leg rest side not natur line bodi make slightli uncomfort busi class upper deck,Neutral
2023,2,look earn elit mile qualifi silver statu statu mean much but get waitlist redeem mile flight care contact custom rep prior book partner flight broken promis custom,Negative
2022,12,origin book offer full busi class product downgrad region product usual use shorter hour ish rout not accept hour flight annoy fli want involuntarili downgrad,Negative
2023,4,lot experi fli differ airlin busi class rate singapor airlin weak bad seat busi class not fold enough difficult stretch leg fli crook whole flight busi class ticket never,Neutral
2023,3,paid extend leg room seat cost extra cover connect flight phuket singapor outbound heathrow flight excel staff friendli attent food good tasti decent game two halv,Neutral
2023,4,complimentari servic receiv book flight requir assist regard book follow email ask help question answer receiv best servic ever airlin great servic book though end flight,Positive
2023,4,peopl liar fals advertis care less custom wife flew singapor airlin honeymoon week thailand week bali paid busi class flight thailand day flight worst airlin ever could give zero star zero likeli recommend would,Negative
2023,4,singapor airlin singl handili made honeymoon absolut nightmar head thailand bali week honeymoon day flight thailand cancel connect flight singapor bangkok upgrad worst airlin ever,Negative
2023,3,check loung fli lhr sin busi check breez queueless no wait time loung outstand extrem comfi seat great servic loung well power outlet charg spot board ontim fabul servic amaz peopl seat,Positive
2023,4,upgrad premium economi busi class time ever partner love begin end food amaz cabin crew unbeliev friendli welcom usual fli premium alway enjoy experi but absolut love airlin flight,Positive
2023,4,amaz airlin mani mani flight sgx busi privat fight get seat not separ parent yo kid end manag get seat without not sit famili awar,Negative
2023,4,experi aw economi seat epitom bad ticktock video sinc reclin far back get trap seat peopl front video screen nose ask beverag don bother never bring alway heard good thing know,Negative
2023,4,extrem poor wheelchair servic disabl elderli mother travel airlin recent extrem poor servic disabl passeng,Negative
2023,2,flight singapor airlin best hour comfort busi class seat full reclin seat slept well usual not food tasti abl order ahead flight crew friendli help ca first class servic busi class,Positive
2023,3,good day no improv food worst ever dose mani pain killer seat discomfort back not recov never ever worst airlin tri email but no no improv,Negative
2023,3,poor poor hell singapor airlin receiv no accolad airlin sat ail rexper back pain never expereinc report air host male not interest spoke air hostess ladi poor poor,Negative
2023,4,bought return ticket use alaska airlin mile lax pretti fair deal use mile mile deal stop made two payment singapor airlin total lock seat return hostag,Negative
2023,4,worst custom servic ever dealt zero knowledg polici bring bylaw quot small fine print websit order arrang chang flight still everyth power ensur singapor airlin worst airlin ever,Negative
2023,3,probabl one worst experi commerci airlin heard read good review look forward fli hour flight daytim flight no sooner taken want window shutter dim no water,Negative
2023,3,singapor airlin airlin remain ahead servic safeti technolog passeng would love recommend fli singapor air futur singapor air,Positive
2023,3,singapor girl much wonder delight excus sexism male fa servic well say repres countri whole warm hospit excel effici execut ye cultur first brush fabl singapor girl,Positive
2023,3,flew mix busi class economi premium econoni dublin london aer lingu london sydney singapor airlin but one ticket no delay great cabin crew flight time excel food serv class good leg room great experi,Positive
2023,3,everyth good flight effici board assist cabin crew legroom seat comfort entertain meal servic qualiti outstand amaz differ two flight sector differ class,Positive
